REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS,Facility Id,FRS Id,Facility Name,City_x,State_x,Zip Code,Address_x,County_x,Latitude_x,Longitude_x,Primary NAICS Code,FRS_ID,FacilityName,Address_y,City_y,State_y,Zip,Latitude_y,Longitude_y,County_y,NAICS,SIC,FacilityID,Source,FRS_ID_Issues
2017,Big River Steel LLC,1012997,2027 E. State Hwy.198,35.6969927,-90.0373201,Osceola,nan,AR,72370,BRS Intermediate Holdings LLC (100%),245217,"C,Q",1012997,nan,Big River Steel LLC,Osceola,AR,72370,2027 E. State Hwy.198,nan,35.6969927,-90.0373201,331111,110071162024.0,Big River Steel LLC,2027 E. State Hwy.198,Osceola,AR,72370.0,35.6969927,-90.0373201,None,331111,nan,1012997,GHGRP,True
2017,ELLWOOD QUALITY STEELS,1001669,700 MORAVIA STREET,40.99341,-80.34696,NEW CASTLE,LAWRENCE COUNTY,PA,16101,ELLWOOD GROUP INC (100%),41475,"C,Q",1001669,110000330927.0,ELLWOOD QUALITY STEELS,NEW CASTLE,PA,16101,700 MORAVIA STREET,LAWRENCE COUNTY,40.99341,-80.34696,331111,110010957857.0,ELLWOOD QUALITY STEELS,700 MORAVIA STREET,NEW CASTLE,PA,16101.0,40.99341,-80.34696,LAWRENCE COUNTY,331111,nan,1001669,GHGRP,True
2017,Erie Coke Corporation,1007620,925 East Bay Drive,42.141701,-80.069711,Erie,ERIE COUNTY,PA,16507,ERIE COKE CORP (100%),44607,"C,Q",1007620,110043970441.0,Erie Coke Corporation,Erie,PA,16507,925 East Bay Drive,ERIE COUNTY,42.14562,-80.06924,324199,110070834521.0,Erie Coke Corporation,925 East Bay Drive,Erie,PA,16507.0,42.141701,-80.069711,ERIE COUNTY,324199,nan,1007620,GHGRP,True
2017,Hibbing Taconite Company,1005116,4950 County Highway 5 North,47.333279,-92.931069,Hibbing,ST. LOUIS COUNTY,MN,55746,CLIFFS NATURAL RESOURCES (100%),251892,"C,Q",1005116,110008799185.0,Hibbing Taconite Company,Hibbing,MN,55746,4950 County Highway 5 North,ST. LOUIS COUNTY,47.478,-92.9676,212210,110068961225.0,Hibbing Taconite Company,4950 County Highway 5 North,Hibbing,MN,55746.0,47.333279,-92.931069,ST. LOUIS COUNTY,212210,nan,1005116,GHGRP,True
2017,INMETCO,1005752,One Inmetco Drive,40.85769,-80.27626,ELLWOOD CITY,LAWRENCE COUNTY,PA,16117,HORSEHEAD HOLDING CORP (100%),41766,"C,Q",1005752,110041695546.0,INMETCO,ELLWOOD CITY,PA,16117,One Inmetco Drive,LAWRENCE COUNTY,40.859451,-80.258591,331419,110038769419.0,INMETCO,One Inmetco Drive,ELLWOOD CITY,PA,16117.0,40.85769,-80.27626,LAWRENCE COUNTY,331419,nan,1005752,GHGRP,True
2017,IPSCO KOPPEL TUBULARS CORP KOPPEL WORKS,1005190,6403 6TH STREET,40.839508,-80.320897,KOPPEL,BEAVER COUNTY,PA,16136,IPSCO TUBULARS LLC (100%),83312,"C,Q",1005190,110070081912.0,IPSCO KOPPEL TUBULARS CORP KOPPEL WORKS,KOPPEL,PA,16136,6403 6TH STREET,BEAVER COUNTY,40.83557,-80.321971,331111,110000583574.0,IPSCO KOPPEL TUBULARS CORP KOPPEL WORKS,6403 6TH STREET,KOPPEL,PA,16136.0,40.839508,-80.320897,BEAVER COUNTY,331111,nan,1005190,GHGRP,True
2017,JEWELL COAL & COKE,1005598,1034 Dismal River Road,37.234374,-82.043024,Oakwood,BUCHANAN COUNTY,VA,24631,SUNCOKE ENERGY (100%),468090,"C,Q",1005598,110060335524.0,JEWELL COAL & COKE,Oakwood,VA,24631,1034 Dismal River Road,BUCHANAN COUNTY,37.234409,-82.036899,324199,110061895720.0,JEWELL COAL & COKE,1034 Dismal River Road,Oakwood,VA,24631.0,37.234374,-82.043024,BUCHANAN COUNTY,324199,nan,1005598,GHGRP,True
2017,North American Stainless,1002977,6870 Highway 42 East,38.734905,-85.002554,Ghent,GALLATIN COUNTY,KY,41045,NORTH AMERICAN STAINLESS (100%),336101,"C,Q",1002977,110067040669.0,North American Stainless,Ghent,KY,41045,6870 Highway 42 East,CARROLL COUNTY,38.727778,-85.072222,331111,110071160011.0,North American Stainless,6870 Highway 42 East,Ghent,KY,41045.0,38.734905,-85.002554,GALLATIN COUNTY,331111,nan,1002977,GHGRP,True
2017,Nucor Steel Longview,1012352,"5400 W Loop 281, Bldg 52",32.3817587,-94.7070616,Longview,nan,TX,75603,NUCOR CORP (100%),48859,"C,Q",1012352,110070082246.0,Nucor Steel Longview,Longview,TX,75603,"5400 W Loop 281, Bldg 52",nan,32.3817587,-94.7070616,331111,110071162440.0,Nucor Steel Longview,"5400 W Loop 281, Bldg 52",Longview,TX,75603.0,32.3817587,-94.7070616,None,331111,nan,1012352,GHGRP,True
2017,Republic Steel - Canton Plant,1003799,2633 EIGHTH STREET NE,40.799393,-81.334441,CANTON,STARK COUNTY,OH,44704,REPUBLIC STEEL (100%),190740,"C,Q",1003799,110012566927.0,Republic Steel - Canton Plant,CANTON,OH,44704,2633 EIGHTH STREET NE,STARK COUNTY,40.803234,-81.332864,331111,110070273127.0,Republic Steel - Canton Plant,2633 EIGHTH STREET NE,CANTON,OH,44704.0,40.799393,-81.334441,STARK COUNTY,331111,nan,1003799,GHGRP,True
