FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source
110011904305.0,TGP Station 249 Carlisle,2840 US RT 20 EAST,CARLISLE,NY,12031.0,42.766734,-74.461355,SCHOHARIE COUNTY,486210,,1001661,GHGRP
110011904305.0,COMPRESSOR STATION 249,2840 US RTE 20,CARLISLE,NY,12031,42.755458,-74.40333,Schoharie,48621,,8435311,NEI
110007920116.0,Anna Platform,None,Anchorage,AK,99503.0,60.97640050572,-151.3151066962,KENAI PENINSULA,211111,,1001756,GHGRP
110007920116.0,Anna Platform,Upper Cook Inlet,Anchorage,AK,99503,60.9769,-151.3133,Kenai Peninsula,211120,,681111,NEI
110007647001.0,"TGP Station 63 Batesville, MS",8450 Highway 6 W,Batesville,MS,38606.0,34.296083,-90.073111,PANOLA COUNTY,486210,,1001848,GHGRP
110007647001.0,"TENNESSEE GAS PIPELINE COMPANY LLC, BATE",8450 HIGHWAY 6 WEST,BATESVILLE,MS,38606,34.295856,-90.073064,Panola,22121,,6992711,NEI
110010378830.0,"EPNG Station 6741 Alamo Lake, AZ",None,WENDEN,AZ,85357.0,34.07,-113.6103,LA PAZ COUNTY,486210,,1001997,GHGRP
110010378830.0,EPNG - ALAMO LAKE COMPRESSOR STATION,20 MILES NORTH OF WENDEN,ALAMO LAKE,AZ,85357,34.066136,-113.610247,La Paz,22121,,1040211,NEI
110008170237.0,DOW TEXAS OPERATIONS FREEPORT,2301 N. BRAZOSPORT BLVD. BUILDING B-101,FREEPORT,TX,77541.0,28.9792,-95.3549,BRAZORIA COUNTY,325110,,1002040,GHGRP
110008170237.0,DOW TEXAS OPERATIONS FREEPORT,2301 N BRAZOSPORT BLVD,CLUTE,TX,77541,28.980925,-95.348756,Brazoria,325110,,5632711,NEI
110008170237.0,DOW CHEMICAL CO FREEPORT FACILITY,2301 N BRAZOSPORT BLVD,FREEPORT,TX,775413257,28.9792,-95.3549,BRAZORIA,486990,,77541THDWCBUILD,TRI
110008170237.0,DOW CHEMICAL CO FREEPORT FACILITY,2301 N BRAZOSPORT BLVD,FREEPORT,TX,775413257,28.9792,-95.3549,BRAZORIA,325199,,77541THDWCBUILD,TRI
110010132445.0,"EPNG Station 1775 Mojave Topock, AZ",5499 WEST NEEDLE MOUNTAIN ROAD,TOPOCK,AZ,86436.0,34.725926,-114.463984,MOHAVE COUNTY,486210,,1002060,GHGRP
110010132445.0,EPNG - MOJAVE TOPOCK COMPRESSOR STATION,5255 EAST NEEDLE MOUNTAIN ROAD,TOPOCK,AZ,86436,34.727223,-114.463056,Mohave,48621,,944611,NEI
110010132445.0,ARIZONA LNG,5499 West Needle Mountain Road,Topock,AZ,86436,34.725926,-114.463984,Mohave,486210,,16614111,NEI
110002961572.0,"CIG Station 5950 Watkins, CO",24650 East Smith Road,AURORA,CO,80019.0,39.745283,-104.698908,ADAMS COUNTY,486210,,1002061,GHGRP
110002961572.0,COLORADO INTERSTATE GAS CO - WATKINS C.S,NESE SEC 31 T3S R65W,AURORA  AREA,CO,80019,39.74457,-104.69903,Adams,211130,,3567711,NEI
110067456069.0,Caelus Natural Resources Alaska 890 - Arctic Slope Basin,None,Prudhoe Bay,AK,99734.0,70.4136,-150.0123,NORTH SLOPE,211111,,1002157,GHGRP
110067456069.0,Oooguruk Development Project,East Harrison Bay,Prudhoe Bay,AK,99734,70.4956,-150.2506,North Slope,211120,,12661711,NEI
110067456069.0,OOOGURUK TIE IN PAD,Unknown,NUIQSUT,AK,00000,70.4141,-150.0186,North Slope,48811,,11623111,NEI
110002929813.0,PLATFORM HERMOSA,None,OFFSHORE,CA,0.0,34.454167,-120.646667,None,211111,,1002934,GHGRP
110002929813.0,PLATFORM HERMOSA,"PLATFORM HERMOSA, PT. ARGUELLO OILFIELD (10570)",SANTA BARBARA COUNTY,CA,93117,34.45559,-120.64755,Santa Barbara,211120,,13701511,NEI
