FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source
110003266849.0,HONEYWELL INTERNATIONAL INC - BATON ROUGE PLANT,2966 LUPINE AVENUE,BATON ROUGE,LA,70805.0,30.474444,-91.183056,EAST BATON ROUGE PARISH,325120,,1000625,GHGRP
110003266849.0,Honeywell International Inc - Baton Rouge Plant,2966 Lupine Ave,Baton Rouge,LA,70821,30.473,-91.18428,East Baton Rouge,325180,,8467611,NEI
110003266849.0,HONEYWELL INTERNATIONAL INC-BATON ROUGE PLANT,CORNER OF LUPINE & ONTARIO STR EETS,BATON ROUGE,LA,70805,30.474444,-91.183056,EAST BATON ROUGE PARISH,325199,,70805LLDSGCORNE,TRI
110003266849.0,HONEYWELL INTERNATIONAL INC-BATON ROUGE PLANT,CORNER OF LUPINE & ONTARIO STR EETS,BATON ROUGE,LA,70805,30.474444,-91.183056,EAST BATON ROUGE PARISH,325120,,70805LLDSGCORNE,TRI
110003266849.0,HONEYWELL INTERNATIONAL INC-BATON ROUGE PLANT,CORNER OF LUPINE & ONTARIO STR EETS,BATON ROUGE,LA,70805,30.474444,-91.183056,EAST BATON ROUGE PARISH,325180,,70805LLDSGCORNE,TRI
110015670521.0,Bayer CropScience LP - Luling Site,12501 S RIVER RD,LULING,LA,70070.0,29.92444,-90.352217,ST. CHARLES PARISH,325199,,1001989,GHGRP
110015670521.0,Monsanto Co - Luling Plant,12501 River Rd,Luling,LA,70070,29.92294,-90.35569,St. Charles,325320,,5608911,NEI
110015670521.0,BAYER CROPSCIENCE LP,12501 RIVER RD,LULING,LA,70070,29.92444,-90.352217,ST. CHARLES PARISH,325320,,70070MNSNTRIVER,TRI
110000586081.0,CHEMOURS WASHINGTON WORKS,8480 DUPONT ROAD,WASHINGTON,WV,26181.0,39.271944,-81.661667,WOOD COUNTY,325211,,1002176,GHGRP
110000586081.0,DUPONT WASHINGTON WORKS,ROUTE 892,WASHINGTON,WV,26181,39.26944,-81.66999,Wood,325211,,4878911,NEI
110000586081.0,DUPONT WASHINGTON WORKS,8480 DUPONT RD,WASHINGTON,WV,26181,39.26944,-81.66999,WOOD,325211,,26180DPNTWDUPON,TRI
110000586081.0,CHEMOURS WASHINGTON WORKS,8480 DUPONT RD BUILDING 1,WASHINGTON,WV,26181,39.271944,-81.661667,WOOD,325120,,2618WCHMRS848DU,TRI
110000374443.0,COVORO MINING SOLUTIONS LLC,2571 FITE ROAD,MEMPHIS,TN,38127.0,35.27213,-89.97894,SHELBY COUNTY,325188,,1002709,GHGRP
110000374443.0,E  I  Dupont De Nemours & Company  Inc,2571 Fite Road,Memphis,TN,38127,35.267215,-89.977692,Shelby,325180,,4963911,NEI
110000374443.0,COVORO MINING SOLUTIONS LLC,2571 FITE RD,MEMPHIS,TN,38127,35.27213,-89.97894,SHELBY,325180,,38127DPNTM2571F,TRI
