TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
26554MRCNF702AF,ND FAIRMONT LLC,322110,issues,issues,issues,issues,issues,ND PAPER LLC,110000344958.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110013359178.0,WOODLAND PULP LLC,144 MAIN ST,BAILEYVILLE,ME,4694,45.156894,-67.402006,WASHINGTON,322121,nan,04694GRGPCMILLA,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110007334072.0,VERSO LUKE LLC,300 PRATT ST,LUKE,MD,21540,39.47206,-79.057645,ALLEGANY,322121,nan,21540WSTVC300PR,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110009846480.0,BLUE RIDGE PAPER PRODUCTS LLC,175 MAIN ST,CANTON,NC,28716,35.5349,-82.8421,HAYWOOD,322121,nan,28716CHMPNMAINS,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110016966381.0,KAPSTONE PAPER & PACKAGING CORP,5600 VIRGINIA AVE,NORTH CHARLESTON,SC,29406,32.899414,-79.965572,CHARLESTON,322121,nan,29411WSTVC5600A,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110056961890.0,WESTROCK CP LLC,7320 MILL RD,FLORENCE,SC,29506,34.151538,-79.559201,FLORENCE,322130,nan,29502STNCNOLDGE,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000587464.0,DOMTAR PAPER CO,585 WILLAMETTE RD,BENNETTSVILLE,SC,29512,34.604536,-79.775331,MARLBORO,322121,nan,29512WLLMTHWY91,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110054076389.0,INTERNATIONAL PAPER ROME LINERBOARD MILL,238 MAYS BRIDGE RD,ROME,GA,30165,34.253517,-85.329016,FLOYD,322130,nan,30162NLNDR238MA,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110002438103.0,INTERNATIONAL PAPER - RIVERDALE MILL,601 COUNTY RD 78,SELMA,AL,36703,32.42522,-86.871582,DALLAS,322121,nan,36701HMMRMRIVER,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110017428773.0,GEORGIA-PACIFIC NAHEOLA LLC,7530 HIGHWAY 114,PENNINGTON,AL,36916,32.21501,-88.008365,CHOCTAW,322121,nan,36916JMSRVROUTE,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110040877619.0,DOMTAR AW LLC NEKOOSA MILL,301 POINT BASSE AVE,NEKOOSA,WI,54457,44.3143,-89.8962,WOOD,322121,nan,54457NKSMLMARKE,TRI,right_only
