FRS_ID,Source,Flows,CO2 missing,FacilityName,City,State,Latitude,Longitude,city
110061841976.0,GHGRP,"['Biogenic CO2', 'Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,GREIF RIVERVILLE LLC,Riverville,VA,37.509849,-78.910831,riverville
110070835056.0,GHGRP,"['Biogenic CO2', 'Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,GEORGIA-PACIFIC Crossett Paper Operations,CROSSETT,AR,33.13607,-91.96705,crossett
110000422392.0,GHGRP TRI,"['Acetaldehyde', 'Ammonia', 'Biogenic CO2', 'Carbon Dioxide', 'Dioxin and dioxin-like compounds', 'Formaldehyde', 'Lead', 'Manganese compounds', 'Mercury', 'Methane', 'Methanol', 'Nitrous Oxide']",False,"PARK FALLS INDUSTRIAL MANAGEMENT, LLC",PARK FALLS,WI,45.93657,-90.44776,park falls
110000589612.0,GHGRP NEI TRI,"['2,4-Dinitrophenol', '2-Methylnaphthalene', '4-Nitrophenol', 'Acenaphthene', 'Acenaphthylene', 'Acetaldehyde', 'Acetophenone', 'Acrolein', 'Ammonia', 'Anthracene', 'Antimony', 'Arsenic', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Benzene', 'Benzo[e]Pyrene', 'Benzo[g,h,i,]Perylene', 'Beryllium', 'Biogenic CO2', 'Cadmium', 'Carbon Dioxide', 'Carbon Monoxide', 'Carbon Tetrachloride', 'Chlorine', 'Chlorine dioxide', 'Chlorobenzene', 'Chloroform', 'Chromium (VI)', 'Chromium III', 'Cobalt', 'Cresol/Cresylic Acid (Mixed Isomers)', 'Cumene', 'Dioxin and dioxin-like compounds', 'Ethyl Benzene', 'Ethylene Dichloride', 'Fluorene', 'Formaldehyde', 'Hexane', 'Hydrochloric Acid', 'Hydrogen Sulfide', 'Lead', 'Lead compounds', 'Manganese', 'Manganese compounds', 'Mercury', 'Mercury compounds', 'Methane', 'Methanol', 'Methyl Bromide', 'Methyl Chloride', 'Methyl Chloroform', 'Methyl Isobutyl Ketone', 'Methylene Chloride', 'Naphthalene', 'Nickel', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Pentachlorophenol', 'Phenanthrene', 'Phenol', 'Phosphorus', 'Polycyclic aromatic compounds (includes 25 specific compounds)', 'Propionaldehyde', 'Propylene Dichloride', 'Pyrene', 'Selenium', 'Styrene', 'Sulfur Dioxide', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Tetrachloroethylene', 'Toluene', 'Trichloroethylene', 'Vinyl Chloride', 'Volatile Organic Compounds', 'Xylenes (Mixed Isomers)', 'Zinc compounds', 'o-Xylene']",False,GP Cellulose Alabama River Cellulose LLC,Perdue Hill,AL,31.580112,-87.490073,perdue hill
110005670336.0,GHGRP NEI TRI,"['2-Methylnaphthalene', 'Acetaldehyde', 'Ammonia', 'Arsenic', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Benzene', 'Beryllium', 'Biogenic CO2', 'Cadmium', 'Carbon Dioxide', 'Carbon Monoxide', 'Chlorine', 'Chlorine dioxide', 'Chromium (VI)', 'Chromium III', 'Cobalt', 'Cresol/Cresylic Acid (Mixed Isomers)', 'Dioxin and dioxin-like compounds', 'Fluorene', 'Formaldehyde', 'Hexane', 'Hydrochloric Acid', 'Hydrogen Sulfide', 'Lead', 'Lead compounds', 'Manganese', 'Manganese compounds', 'Mercury', 'Mercury compounds', 'Methane', 'Methanol', 'Naphthalene', 'Nickel', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Phenanthrene', 'Phenol', 'Polycyclic aromatic compounds (includes 25 specific compounds)', 'Pyrene', 'Sulfur Dioxide', 'Toluene', 'Volatile Organic Compounds', 'Zinc compounds']",False,Weyerhaeuser NR Port Wentworth,Port Wentworth,GA,32.15603,-81.1585,port wentworth
110020517412.0,GHGRP NEI TRI,"['2-Methylnaphthalene', 'Acenaphthene', 'Acenaphthylene', 'Acetaldehyde', 'Ammonia', 'Anthracene', 'Antimony', 'Arsenic', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Benzo[e]Pyrene', 'Benzo[g,h,i,]Perylene', 'Beryllium', 'Biogenic CO2', 'Cadmium', 'Carbon Dioxide', 'Carbon Monoxide', 'Chlorine', 'Chlorine dioxide', 'Chromium (VI)', 'Chromium III', 'Cobalt', 'Cresol/Cresylic Acid (Mixed Isomers)', 'Dioxin and dioxin-like compounds', 'Fluorene', 'Formaldehyde', 'Hydrochloric Acid', 'Hydrogen Sulfide', 'Lead', 'Lead compounds', 'Manganese', 'Manganese compounds', 'Mercury', 'Mercury compounds', 'Methane', 'Methanol', 'Nickel', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Phenanthrene', 'Phenol', 'Phosphorus', 'Polycyclic aromatic compounds (includes 25 specific compounds)', 'Pyrene', 'Selenium', 'Sulfur Dioxide', 'Volatile Organic Compounds', 'Zinc compounds']",False,Brunswick Cellulose LLC,Brunswick,GA,31.173147,-81.519247,brunswick
110016966381.0,GHGRP NEI TRI,"['1,1,2-Trichloroethane', '1,2,4-Trichlorobenzene', '1,4-Dichlorobenzene', '2,4-Dinitrophenol', '2,4-Dinitrotoluene', '2-Chloroacetophenone', '2-Methylnaphthalene', '4-Nitrophenol', 'Acenaphthene', 'Acenaphthylene', 'Acetaldehyde', 'Acetophenone', 'Acrolein', 'Acrylic Acid', 'Ammonia', 'Anthracene', 'Antimony', 'Arsenic', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Benz[a]Anthracene', 'Benzene', 'Benzo[b]Fluoranthene', 'Benzo[e]Pyrene', 'Benzo[g,h,i,]Perylene', 'Benzo[k]Fluoranthene', 'Benzofluoranthenes', 'Benzyl Chloride', 'Beryllium', 'Biogenic CO2', 'Biphenyl', 'Bis(2-Ethylhexyl)Phthalate', 'Bromoform', 'Cadmium', 'Carbon Dioxide', 'Carbon Disulfide', 'Carbon Monoxide', 'Carbon Tetrachloride', 'Catechol', 'Chlorine', 'Chlorobenzene', 'Chloroform', 'Chromium (VI)', 'Chromium III', 'Chrysene', 'Cobalt', 'Cresol/Cresylic Acid (Mixed Isomers)', 'Cumene', 'Cyanide', 'Dibenzo[a,h]Anthracene', 'Diethanolamine', 'Diethylene Glycol Monobutyl Ether', 'Dimethyl Sulfate', 'Dioxin and dioxin-like compounds', 'Ethyl Benzene', 'Ethyl Chloride', 'Ethylene Dibromide', 'Ethylene Dichloride', 'Ethylene Glycol', 'Ethylene Glycol Methyl Ether', 'Ethylene Oxide', 'Fluoranthene', 'Fluorene', 'Formaldehyde', 'Glycol Ethers', 'Hexane', 'Hydrochloric Acid', 'Hydrogen Fluoride', 'Hydrogen Sulfide', 'Indeno[1,2,3-c,d]Pyrene', 'Isophorone', 'Lead', 'Lead compounds', 'Maleic Anhydride', 'Manganese', 'Manganese compounds', 'Mercury', 'Mercury compounds', 'Methane', 'Methanol', 'Methyl Bromide', 'Methyl Chloride', 'Methyl Chloroform', 'Methyl Iodide', 'Methyl Isobutyl Ketone', 'Methyl Methacrylate', 'Methyl Tert-Butyl Ether', 'Methylene Chloride', 'Methylhydrazine', 'Naphthalene', 'Nickel', 'Nitrogen Oxides', 'Nitrous Oxide', 'PAH/POM - Unspecified', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Pentachlorophenol', 'Perylene', 'Phenanthrene', 'Phenol', 'Phosphorus', 'Polycyclic aromatic compounds', 'Propionaldehyde', 'Propylene Dichloride', 'Pyrene', 'Selenium', 'Styrene', 'Sulfur Dioxide', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Tetrachloroethylene', 'Toluene', 'Trichloroethylene', 'Vanadium compounds', 'Vinyl Acetate', 'Vinyl Chloride', 'Volatile Organic Compounds', 'Xylenes (Mixed Isomers)', 'Zinc compounds', 'o-Xylene', 'p-Dioxane']",False,INGEVITY SOUTH CAROLINA LLC,N CHARLESTON,SC,32.897435,-79.96866,n charleston
110016966381.0,GHGRP NEI TRI,"['1,1,2-Trichloroethane', '1,2,4-Trichlorobenzene', '1,4-Dichlorobenzene', '2,4-Dinitrophenol', '2,4-Dinitrotoluene', '2-Chloroacetophenone', '2-Methylnaphthalene', '4-Nitrophenol', 'Acenaphthene', 'Acenaphthylene', 'Acetaldehyde', 'Acetophenone', 'Acrolein', 'Acrylic Acid', 'Ammonia', 'Anthracene', 'Antimony', 'Arsenic', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Benz[a]Anthracene', 'Benzene', 'Benzo[b]Fluoranthene', 'Benzo[e]Pyrene', 'Benzo[g,h,i,]Perylene', 'Benzo[k]Fluoranthene', 'Benzofluoranthenes', 'Benzyl Chloride', 'Beryllium', 'Biogenic CO2', 'Biphenyl', 'Bis(2-Ethylhexyl)Phthalate', 'Bromoform', 'Cadmium', 'Carbon Dioxide', 'Carbon Disulfide', 'Carbon Monoxide', 'Carbon Tetrachloride', 'Catechol', 'Chlorine', 'Chlorobenzene', 'Chloroform', 'Chromium (VI)', 'Chromium III', 'Chrysene', 'Cobalt', 'Cresol/Cresylic Acid (Mixed Isomers)', 'Cumene', 'Cyanide', 'Dibenzo[a,h]Anthracene', 'Diethanolamine', 'Diethylene Glycol Monobutyl Ether', 'Dimethyl Sulfate', 'Dioxin and dioxin-like compounds', 'Ethyl Benzene', 'Ethyl Chloride', 'Ethylene Dibromide', 'Ethylene Dichloride', 'Ethylene Glycol', 'Ethylene Glycol Methyl Ether', 'Ethylene Oxide', 'Fluoranthene', 'Fluorene', 'Formaldehyde', 'Glycol Ethers', 'Hexane', 'Hydrochloric Acid', 'Hydrogen Fluoride', 'Hydrogen Sulfide', 'Indeno[1,2,3-c,d]Pyrene', 'Isophorone', 'Lead', 'Lead compounds', 'Maleic Anhydride', 'Manganese', 'Manganese compounds', 'Mercury', 'Mercury compounds', 'Methane', 'Methanol', 'Methyl Bromide', 'Methyl Chloride', 'Methyl Chloroform', 'Methyl Iodide', 'Methyl Isobutyl Ketone', 'Methyl Methacrylate', 'Methyl Tert-Butyl Ether', 'Methylene Chloride', 'Methylhydrazine', 'Naphthalene', 'Nickel', 'Nitrogen Oxides', 'Nitrous Oxide', 'PAH/POM - Unspecified', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Pentachlorophenol', 'Perylene', 'Phenanthrene', 'Phenol', 'Phosphorus', 'Polycyclic aromatic compounds', 'Propionaldehyde', 'Propylene Dichloride', 'Pyrene', 'Selenium', 'Styrene', 'Sulfur Dioxide', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Tetrachloroethylene', 'Toluene', 'Trichloroethylene', 'Vanadium compounds', 'Vinyl Acetate', 'Vinyl Chloride', 'Volatile Organic Compounds', 'Xylenes (Mixed Isomers)', 'Zinc compounds', 'o-Xylene', 'p-Dioxane']",False,WESTROCK CHARLESTON KRAFT LLC,NORTH CHARLESTON,SC,32.899484,-79.965773,north charleston
110016966381.0,GHGRP NEI TRI,"['1,1,2-Trichloroethane', '1,2,4-Trichlorobenzene', '1,4-Dichlorobenzene', '2,4-Dinitrophenol', '2,4-Dinitrotoluene', '2-Chloroacetophenone', '2-Methylnaphthalene', '4-Nitrophenol', 'Acenaphthene', 'Acenaphthylene', 'Acetaldehyde', 'Acetophenone', 'Acrolein', 'Acrylic Acid', 'Ammonia', 'Anthracene', 'Antimony', 'Arsenic', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Benz[a]Anthracene', 'Benzene', 'Benzo[b]Fluoranthene', 'Benzo[e]Pyrene', 'Benzo[g,h,i,]Perylene', 'Benzo[k]Fluoranthene', 'Benzofluoranthenes', 'Benzyl Chloride', 'Beryllium', 'Biogenic CO2', 'Biphenyl', 'Bis(2-Ethylhexyl)Phthalate', 'Bromoform', 'Cadmium', 'Carbon Dioxide', 'Carbon Disulfide', 'Carbon Monoxide', 'Carbon Tetrachloride', 'Catechol', 'Chlorine', 'Chlorobenzene', 'Chloroform', 'Chromium (VI)', 'Chromium III', 'Chrysene', 'Cobalt', 'Cresol/Cresylic Acid (Mixed Isomers)', 'Cumene', 'Cyanide', 'Dibenzo[a,h]Anthracene', 'Diethanolamine', 'Diethylene Glycol Monobutyl Ether', 'Dimethyl Sulfate', 'Dioxin and dioxin-like compounds', 'Ethyl Benzene', 'Ethyl Chloride', 'Ethylene Dibromide', 'Ethylene Dichloride', 'Ethylene Glycol', 'Ethylene Glycol Methyl Ether', 'Ethylene Oxide', 'Fluoranthene', 'Fluorene', 'Formaldehyde', 'Glycol Ethers', 'Hexane', 'Hydrochloric Acid', 'Hydrogen Fluoride', 'Hydrogen Sulfide', 'Indeno[1,2,3-c,d]Pyrene', 'Isophorone', 'Lead', 'Lead compounds', 'Maleic Anhydride', 'Manganese', 'Manganese compounds', 'Mercury', 'Mercury compounds', 'Methane', 'Methanol', 'Methyl Bromide', 'Methyl Chloride', 'Methyl Chloroform', 'Methyl Iodide', 'Methyl Isobutyl Ketone', 'Methyl Methacrylate', 'Methyl Tert-Butyl Ether', 'Methylene Chloride', 'Methylhydrazine', 'Naphthalene', 'Nickel', 'Nitrogen Oxides', 'Nitrous Oxide', 'PAH/POM - Unspecified', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Pentachlorophenol', 'Perylene', 'Phenanthrene', 'Phenol', 'Phosphorus', 'Polycyclic aromatic compounds', 'Propionaldehyde', 'Propylene Dichloride', 'Pyrene', 'Selenium', 'Styrene', 'Sulfur Dioxide', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Tetrachloroethylene', 'Toluene', 'Trichloroethylene', 'Vanadium compounds', 'Vinyl Acetate', 'Vinyl Chloride', 'Volatile Organic Compounds', 'Xylenes (Mixed Isomers)', 'Zinc compounds', 'o-Xylene', 'p-Dioxane']",False,"WestRock Charleston Kraft, LLC",CHARLESTON,SC,32.8994,-79.9694,charleston
110007317484.0,GHGRP NEI TRI,"['2,4-Dinitrophenol', '2-Methylnaphthalene', '4-Nitrophenol', 'Acenaphthene', 'Acenaphthylene', 'Acetaldehyde', 'Acetophenone', 'Acrolein', 'Ammonia', 'Anthracene', 'Antimony', 'Arsenic', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Benzene', 'Benzo[e]Pyrene', 'Benzo[g,h,i,]Perylene', 'Beryllium', 'Biogenic CO2', 'Cadmium', 'Carbon Dioxide', 'Carbon Monoxide', 'Carbon Tetrachloride', 'Chlorine', 'Chlorine dioxide', 'Chlorobenzene', 'Chloroform', 'Chromium (VI)', 'Chromium III', 'Cobalt', 'Cresol/Cresylic Acid (Mixed Isomers)', 'Dioxin and dioxin-like compounds', 'Ethyl Benzene', 'Ethylene Dichloride', 'Fluorene', 'Formaldehyde', 'Hexane', 'Hydrochloric Acid', 'Hydrogen Fluoride', 'Hydrogen Sulfide', 'Lead', 'Lead compounds', 'Manganese', 'Manganese compounds', 'Mercury', 'Mercury compounds', 'Methane', 'Methanol', 'Methyl Bromide', 'Methyl Chloride', 'Methyl Chloroform', 'Methylene Chloride', 'Naphthalene', 'Nickel', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Pentachlorophenol', 'Phenanthrene', 'Phenol', 'Phosphorus', 'Polycyclic aromatic compounds (includes 25 specific compounds)', 'Propionaldehyde', 'Propylene Dichloride', 'Pyrene', 'Selenium', 'Styrene', 'Sulfur Dioxide', 'Tetrachloroethylene', 'Toluene', 'Trichloroethylene', 'Vinyl Chloride', 'Volatile Organic Compounds', 'Zinc compounds', 'o-Xylene']",False,WestRock CP LLC - West Point,West Point,VA,37.53884,-76.80523,west point
