TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
9024WSTBND1722W,STABOND CORP,325199,issues,issues,issues,issues,issues,issues,110066597542.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
26050DTCNV2567C,CAMPBELL TRANSPORTATION CO INC,325199,488390.0,488310.0,483211.0,488330.0,issues,BLUE DANUBE INC,110007886109.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77503MCCHM1500N,PURITY ISOBUTYLENE PLANT,325199,issues,issues,issues,issues,issues,ENTERPRISE PRODUCTS OPERATING LLC,110000462678.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6154WCRNPR831WR,INGREDION,325199,issues,issues,issues,issues,issues,INGREDION INC,110037066260.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8055WHXCLW31815,HEXCEL CORP,325211,issues,issues,issues,issues,issues,HEXCEL CORP,110038895283.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1409WPLYNC4921I,POLYONE CORP,325211,issues,issues,issues,issues,issues,POLYONE CORP,110070247069.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
01510PLYMR179WO,POLYMER CONCENTRATES INC,325211,issues,issues,issues,issues,issues,CHROMA COLOR CORP,110001943498.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
00851HSSLVLIMET,LIMETREE BAY REFINING LLC & LIMETREE BAY TERMINALS LLC,324110,issues,issues,issues,issues,issues,issues,110000307864.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
28001PRFRM1700W,PREFORMED LINE PRODUCTS,325211,issues,issues,issues,issues,issues,PREFORMED LINE PRODUCTS CO,110000496598.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
91767SLPKN47EBN,SILPAK INC,325211,issues,issues,issues,issues,issues,issues,110030909257.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
60538RCHST2200R,ROCHESTER MIDLAND CORP,325199,issues,issues,issues,issues,issues,ROCHESTER MIDLAND CORP,110000433692.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
30082PLLND1850S,APOLLO TECHNOLOGIES,325199,issues,issues,issues,issues,issues,APOLLO TECHNOLOGIES INC,110000356016.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
0096WHDSNT869KM,HUDSON TECHNOLOGIES CO,325120,issues,issues,issues,issues,issues,HUDSON TECHNOLOGIES INC,110070071511.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3540WGYLRD188FA,GAYLORD CHEMICAL CO LLC,325199,issues,issues,issues,issues,issues,issues,110039626170.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7757WLPRTT6INDE,LUBRIZOL ADVANCED MATERIALS LAPORTE FACILITY,325211,issues,issues,issues,issues,issues,BERKSHIRE HATHAWAY INC,110041626443.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
48130PHTSY7200H,PHOTO SYSTEMS INC/BOTTCHER AMERICA,325199,325992.0,325611.0,issues,issues,issues,issues,110003703476.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77054FMNTR1703C,BASF HOUSTON POLYURETHANE,325211,issues,issues,issues,issues,issues,BASF CORP,110000861755.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
02021NTRPL200DA,ZSCHIMMER & SCHWARZ INTERPOLYMER,325211,issues,issues,issues,issues,issues,ZSCHIMMER & SCHWARZ,110000310510.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
92807NNVTV495EH,INNOVATIVE ORGANICS,325199,issues,issues,issues,issues,issues,SAINT-GOBAIN CORP,110025333431.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
63069CNVNN307IN,DAP PRODUCTS INC.,325211,issues,issues,issues,issues,issues,RPM INTERNATIONAL INC,110009415454.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
18951QKRCL201SH,MCADOO & ALLEN  DIV QUAKER COLOR DIV MCADOO & ALLEN  DIV,325211,325991.0,issues,issues,issues,issues,issues,110007764605.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3919WRGSNT1226R,AIRGAS NITROUS OXIDE,325120,issues,issues,issues,issues,issues,AIRGAS INC,110038172946.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
72443NCHRP105EA,ANCHOR PACKAGING INC,325211,issues,issues,issues,issues,issues,issues,110025061769.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
91331MCPRD12306,MOC PRODUCTS CO. INC,325199,325180.0,issues,issues,issues,issues,issues,110000476869.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
