TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
06492CYRNDSOUTH,ROEHM AMERICA LLC,325211,issues,issues,issues,issues,issues,ROEHM US HOLDING LLC,110043236281.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77571RHMND13300,BAYPORT_TX,325199,issues,issues,issues,issues,issues,DOW INC,110000463613.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
30916MCPRF3702C,SOLVAY SPECIALTY POLYMERS USA L.L.C.,325211,issues,issues,issues,issues,issues,SOLVAY HOLDING INC,110000359763.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
08002MYCND616HO,MYCONE DENTAL SUPPLY CO. INC. CHERRY HILL NJ,325211,issues,issues,issues,issues,issues,issues,110000498319.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
33805LPHRS4620N,AOC LLC,325211,issues,issues,issues,issues,issues,ALPHA CORP,110000364891.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
30721MRCNM1202D,POLYVENTIVE - DALTON,325199,issues,issues,issues,issues,issues,POLYVENTIVE LLC,110000359193.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
75941BRDNN100WE,HEXION INC - DIBOLL SITE,325211,issues,issues,issues,issues,issues,HEXION HOLDINGS CORP,110000458692.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77520LNXSS85WBA,LANXESS CORP-BAYTOWN,325199,issues,issues,issues,issues,issues,LANXESS CORP,110000463098.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
95826PRCTR8201F,PROCTER & GAMBLE MFG. CO.,325199,issues,issues,issues,issues,issues,THE PROCTER & GAMBLE CO,110017423448.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
30060NRTHC1525C,KEMIRA CHEMICALS INC,325199,issues,issues,issues,issues,issues,KEMIRA CHEMICALS INC,110000355838.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
