FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source
110007920116.0,Anna Platform,None,Anchorage,AK,99503.0,60.97640050572,-151.3151066962,KENAI PENINSULA,211111,,1001756,GHGRP
110007920116.0,Anna Platform,Upper Cook Inlet,Anchorage,AK,99503,60.9769,-151.3133,Kenai Peninsula,211120,,681111,NEI
110067456069.0,Caelus Natural Resources Alaska 890 - Arctic Slope Basin,None,Prudhoe Bay,AK,99734.0,70.4136,-150.0123,NORTH SLOPE,211111,,1002157,GHGRP
110067456069.0,Oooguruk Development Project,East Harrison Bay,Prudhoe Bay,AK,99734,70.4956,-150.2506,North Slope,211120,,12661711,NEI
110067456069.0,OOOGURUK TIE IN PAD,Unknown,NUIQSUT,AK,00000,70.4141,-150.0186,North Slope,48811,,11623111,NEI
110002929813.0,PLATFORM HERMOSA,None,OFFSHORE,CA,0.0,34.454167,-120.646667,None,211111,,1002934,GHGRP
110002929813.0,PLATFORM HERMOSA,"PLATFORM HERMOSA, PT. ARGUELLO OILFIELD (10570)",SANTA BARBARA COUNTY,CA,93117,34.45559,-120.64755,Santa Barbara,211120,,13701511,NEI
110002929822.0,PLATFORM HIDALGO,None,OFFSHORE,CA,0.0,34.486667,-120.703333,None,211111,,1002974,GHGRP
110002929822.0,PLATFORM HIDALGO,Unknown,LOMPOC,CA,00000,34.495017,-120.702344,Santa Barbara,48811,,12506511,NEI
110002929822.0,PLATFORM HIDALGO,"PLATFORM HIDALGO, PT. ARGUELLO OILFIELD",SANTA BARBARA COUNTY,CA,93117,34.469015,-120.682258,Santa Barbara,211120,,13577811,NEI
110001187705.0,Arroyo Grande Production Facility,1821 PRICE CANYON ROAD,SAN LUIS OBISPO,CA,93401.0,35.1814,-120.61965,SAN LUIS OBISPO COUNTY,211111,,1002978,GHGRP
110001187705.0,SENTINEL PEAK RESOURCES CALIFORNIA LLC,1821 PRICE CANYON ROAD,SAN LUIS OBISPO,CA,93401,35.18356,-120.62019,San Luis Obispo,211120,,7126211,NEI
110041240868.0,Gomez Gas Plant,3238 W. Gomez Road,Fort Stockton,TX,79735.0,30.985001,-102.974442,PECOS COUNTY,211111,,1004248,GHGRP
110041240868.0,GOMEZ COMPRESSOR STATION,6 M N ON SH 18 5.6 M W ON CNTY RD,FORT STOCKTON,TX,79735,30.974908,-102.970958,Pecos,486210,,5677811,NEI
110002690794.0,PLATFORM HARVEST,None,OFFSHORE,CA,0.0,34.468333,-120.680833,None,211111,,1006244,GHGRP
110002690794.0,PLATFORM HARVEST,Unknown,LOMPOC,CA,00000,34.47833,-120.67944,Santa Barbara,48811,,12506611,NEI
110035783042.0,GORDON GAS PROCESSING PLANT,1160 Hwy. 193 East,GORDON,TX,76453.0,32.538896,-98.338628,PALO PINTO COUNTY,211111,,1006709,GHGRP
110035783042.0,GORDON GAS PROCESSING PLANT,2 MI N ON HWY 193 FROM I 20,GORDON,TX,76453,32.540042,-98.338133,Palo Pinto,211130,,6477411,NEI
