FACILITY_ID,REPORTING_YEAR,GHG_QUANTITY,GHG_NAME,FACILITY_NAME
1001072,2011,5155.6,CARBON DIOXIDE,OCCIDENTAL CHEMICAL DALLAS SILICATE PLANT
1001740,2011,1269.0,CARBON DIOXIDE,THE NUTRASWEET COMPANY
1001755,2011,5081.2,CARBON DIOXIDE,DEFIANCE CASTING OPERATIONS (0320010001)
1001975,2011,559.1,CARBON DIOXIDE,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 28
1003370,2011,11248.0,CARBON DIOXIDE,ICL SPECIALTY PRODUCTS INC
1003636,2011,9154.3,CARBON DIOXIDE,J R SIMPLOT COMPANY
1004225,2011,193.1,CARBON DIOXIDE,CARDINAL FG COMPANY
1004236,2011,5022.0,CARBON DIOXIDE,AGRIUM US INC - KFO
1004718,2011,2103.0,CARBON DIOXIDE,"IMERYS MINERALS CALIFORNIA, INC."
1004907,2011,1291.0,CARBON DIOXIDE,LUFKIN INDUSTRIES INC
1005035,2011,19751.0,CARBON DIOXIDE,JR SIMPLOT COMPANY DON SIDING COMPLEX
1005358,2011,113.7,CARBON DIOXIDE,CARDINAL FG
1005558,2011,123.3,CARBON DIOXIDE,CARDINAL FG COMPANY
1005640,2011,33401.0,CARBON DIOXIDE,ELEMENTIS CHROMIUM
1006023,2011,2805.0,CARBON DIOXIDE,TETRA CHEMICALS/LAKE CHARLES PLANT
1006242,2011,2252.8,CARBON DIOXIDE,PCS PHOSPHATE COMPANY INCORPORATED
1007823,2011,275.0,CARBON DIOXIDE,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT #23
1008459,2011,22418.0,CARBON DIOXIDE,EAGLE US 2 LLC
