FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,GHG_NAME,GHG_QUANTITY
1000010,2011,SANTA ROSA CENTRAL LANDFILL,METHANE,3925.29
1000031,2011,NORTHWEST REGIONAL LANDFILL,METHANE,1956.0
1000046,2011,BADLANDS SANITARY LANDFILL,METHANE,1435.88
1000090,2011,CITY OF GRAND PRAIRIE LANDFILL,METHANE,1235.0
1000176,2011,LAKE COUNTY CENTRAL PHASE I LANDFILL,METHANE,2315.69
1000191,2011,BUTLER COUNTY LANDFILL INCORPORATED,METHANE,3126.6
1000215,2011,POLK COUNTY LANDFILL,METHANE,2369.45
1000216,2011,KEKAHA LANDFILL,METHANE,2961.135842
1000217,2011,"CHAMBERS OF MISSISSIPPI INC, CLEARVIEW ENVIRONMENTAL CONTROL FACILITY LANDFILL",METHANE,1666.0
1000218,2011,PINE RIDGE RECYCLING & DISPOSAL,METHANE,2171.925962
1000287,2011,BLACK HAWK COUNTY SANITARY LANDFILL,METHANE,1851.73
1000291,2011,WESTMORELAND SANITARY LDFL,METHANE,2741.56
1000331,2011,BEULAH SANITARY LANDFILL,METHANE,846.66
1000339,2011,CITY OF SANTA CRUZ SANITARY LANDFILL,METHANE,432.78
1000349,2011,OSCEOLA LANDFILL,METHANE,5173.73
1000365,2011,KERSEY VALLEY MSW LANDFILL,METHANE,3746.78
1000366,2011,MEAD VALLEY DISPOSAL SITE LANDFILL,METHANE,69.8
1000367,2011,DOUBLE BUTTE DISPOSAL SITE LANDFILL,METHANE,92.15
1000368,2011,RIV CO WASTE MGMT (EDOM HILL),METHANE,302.1
1000369,2011,CORONA DISPOSAL SITE,METHANE,89.46
1000370,2011,CITY OF GARLAND CASTLE DRIVE LANDFILL,METHANE,1000.0
1000372,2011,CITY OF DENTON LANDFILL,METHANE,1703.0
1000374,2011,MASON CO KY FISCAL COURT,METHANE,239.4
1000382,2011,WINNESHIEK COUNTY SANITARY LANDFILL,METHANE,1510.83
1000397,2011,HENRY COUNTY LANDFILL,METHANE,1213.39
1000425,2011,MERCER COUNTY LANDFILL,METHANE,2291.99
1000429,2011,PENNSAUKEN SANITARY LANDFILL,METHANE,2661.15
1000473,2011,DUBUQUE METROPOLITAN SANITARY LANDFILL,METHANE,1810.19
1000477,2011,BILLINGS CITY LANDFILL,METHANE,4574.27
1000478,2011,SANDOVAL COUNTY LANDFILL,METHANE,2429.4
1000522,2011,DOUGLAS COUNTY LANDFILL,BIOGENIC CARBON DIOXIDE,0.0
1000522,2011,DOUGLAS COUNTY LANDFILL,METHANE,262.0
1000522,2011,DOUGLAS COUNTY LANDFILL,NITROUS OXIDE,0.0
1000536,2011,LA CROSSE COUNTY SOLID WASTE MANAGEMENT FACILITY,METHANE,1540.0
1000554,2011,EDGECOMBE COUNTY LANDFILL,METHANE,889.45
