Facility Id,FRS Id,Facility Name,City_x,State_x,Zip Code,Address_x,County_x,Latitude_x,Longitude_x,Primary NAICS Code,FRS_ID,FacilityName,Address_y,City_y,State_y,Zip,Latitude_y,Longitude_y,County_y,NAICS,SIC,FacilityID,Source
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110056961890.0,"WestRock CP, LLC - Florence Mill",7320 PAPER MILL ROAD,FLORENCE,SC,29501,34.1519,-79.5587,Florence,322130,nan,1000319,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000355035.0,Resolute FP US Inc. - Catawba Operations,5300 CURETON FERRY ROAD,CATAWBA,SC,29704,34.8456,-80.8942,York,322121,nan,1000348,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110016966381.0,KapStone Charleston Kraft LLC,5600 VIRGINIA AVE,CHARLESTON,SC,29423,32.8994,-79.9694,Charleston,322121,nan,1000426,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110008053587.0,VERSO ANDROSCOGGIN LLC,300 RILEY RD,JAY,ME,4239,44.5047,-70.2403,FRANKLIN,322121,nan,1000593,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000490558.0,WestRock Tacoma Mill,801 PORTLAND AVE.,TACOMA,WA,98421,47.264019,-122.427795,PIERCE,322130,nan,1000624,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000380926.0,DOMTAR PAPER CO LLC HAWESVILLE MILL,58 WESCOR ROAD,HAWESVILLE,KY,42348,37.894847,-86.685793,HANCOCK,322121,nan,1000961,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110007334072.0,Verso Luke LLC,300 PRATT STREET,LUKE,MD,21540,39.4722,-79.0575,Allegany,322110,nan,1001237,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000426263.0,SAPPI CLOQUET LLC,2201 AVENUE B,CLOQUET,MN,55720,46.723918,-92.436733,CARLTON,322121,nan,1001995,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110028047833.0,KIMBERLY CLARK WORLD WIDE,2600 FEDERAL AVENUE,EVERETT,WA,98201,47.985,-122.216111,SNOHOMISH,322110,nan,1002024,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000314570.0,LINCOLN PAPER AND TISSUE,50 KATAHDIN AVENUE,LINCOLN,ME,4457,45.368014,-68.510179,PENOBSCOT,322110,nan,1002253,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110070081830.0,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",600 N 8TH ST,FERNANDINA BEACH,FL,32034,30.676393,-81.457934,NASSAU COUNTY,322110,nan,1002272,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110056957084.0,PACKAGING CORP. OF AMERICA,5495 LAKE PARK-CLYATTVILLE ROAD,VALDOSTA,GA,31601,30.6949,-83.30442,LOWNDES,322130,nan,1003280,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110014206117.0,GEORGIA-PACIFIC TOLEDO LLC,1400 SE BUTLER BRIDGE ROAD,TOLEDO,OR,97391,44.614453,-123.936832,LINCOLN,322130,nan,1004055,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110040877619.0,DOMTAR A. W. LLC-NEKOOSA,301 POINT BASSE AVE.,NEKOOSA,WI,54457,44.3143,-89.8962,WOOD,322121,nan,1004396,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110059257806.0,INTERSTATE PAPER LLC,2366 INTERSTATE PAPER ROAD,RICEBORO,GA,31323,31.74221,-81.406519,LIBERTY COUNTY,322130,nan,1004886,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110007317484.0,"WestRock CP, LLC - West Point Mill",1901 MAIN STREET,WEST POINT,VA,23181,37.5392,-76.8053,KING WILLIAM,322130,nan,1005579,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110070827778.0,WISCONSIN RAPIDS FIBER AND ENERGY MILL,950 4TH AVE N,WISCONSIN RAPIDS,WI,54495,44.404,-89.8255,WOOD,322121,nan,1006095,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000490898.0,NIPPON DYNAWAVE PACKAGING,3401 INDUSTRIAL WAY,LONGVIEW,WA,98632,46.130097,-122.983216,COWLITZ,322122,nan,1006360,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110054076389.0,International Paper ROME LINERBOARD MILL,238 MAYS BRIDGE RD.,ROME,GA,30165,34.253386,-85.329071,FLOYD,322130,nan,1006760,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110002438103.0,International Paper-Riverdale Mill,601 COUNTY RD 78,SELMA,AL,36703,32.425,-86.8694,Dallas,322121,nan,1006788,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110070277198.0,Pratt Industries,10429 Richard Pratt Dr.,Shreveport,LA,71115,32.373611,-93.644167,CADDO PARISH,322110,nan,1006994,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000588604.0,GEORGIA PACIFIC CONSUMER OPERATIONS LLC,215 COUNTY ROAD 216,PALATKA,FL,32177,29.681083,-81.680217,PUTNAM,322110,nan,1007135,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110070835056.0,GEORGIA-PACIFIC Crossett Paper Operations,100 MILL SUPPLY ROAD,CROSSETT,AR,71635,33.139372,-91.96557,ASHLEY,322110,nan,1007214,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110061627271.0,GEORGIA-PACIFIC CONSUMER Operations LLC - SAVANNAH RIVER MILL,437 Old Augusta Road South,RINCON,GA,31326,32.297817,-81.190961,EFFINGHAM COUNTY,322121,nan,1007453,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000422392.0,FLAMBEAU RIVER PAPERS LLC,200 1ST AVE N,PARK FALLS,WI,54552,45.93657,-90.44776,PRICE COUNTY,322110,nan,1007644,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110070828183.0,International Paper - Georgetown Mill,700 S. KAMINSKI ST.,GEORGETOWN,SC,29440,33.364166,-79.303279,GEORGETOWN,322121,nan,1007912,GHGRP
