eis facility id,site name,FRS_ID,FacilityName,FacilityID,Source
5189011,CRANE & COMPANY INC,issues,issues,issues,issues
7444711,Homasote Company,issues,issues,issues,issues
7234311,ONYX SPECIALTY PAPERS INC WILLOW MILL,issues,issues,issues,issues
5974211,WOODLAND PULP LLC,issues,issues,issues,issues
5284111,CRANE & COMPANY INC,issues,issues,issues,issues
8200111,"SAPPI NORTH AMERICA, INC. - SOMERSET",issues,issues,issues,issues
7642111,FOX RIVER FIBER COMPANY LLC,issues,issues,issues,issues
5638411,SULLIVAN WESTFIELD PROPERTIES GROUP LLC,issues,issues,issues,issues
issues,issues,110000589612.0,GP Cellulose Alabama River Cellulose LLC,1019211,NEI
issues,issues,110000355035.0,RESOLUTE FP US INC,4054911,NEI
issues,issues,110016966381.0,MEADWESTVACO SC LLC SPECIALTY CHEMICALS,4101811,NEI
issues,issues,110016966381.0,COGEN SOUTH,4120611,NEI
issues,issues,110007317484.0,Smurfit Stone Container Corporation - West Point,4182011,NEI
issues,issues,110070827778.0,Wisconsin Rapids Fiber And Energy Mill,4194011,NEI
issues,issues,110000490709.0,"COSMO Specialty Fibers, Inc.",4880211,NEI
issues,issues,110000490558.0,Simpson Tacoma Kraft,4880911,NEI
issues,issues,110028047833.0,Kimberly-Clark Corporation,4958011,NEI
issues,issues,110000518002.0,ROCKTENN CP LLC,535411,NEI
issues,issues,110061627271.0,Georgia-Pacific Consumer Products LP (Savannah River Mill),536311,NEI
issues,issues,110059257806.0,Interstate Paper LLC,553111,NEI
issues,issues,110056957084.0,PCA Valdosta Mill,555311,NEI
issues,issues,110070828183.0,INTERNATIONAL PAPER GEORGETOWN MILL,5698611,NEI
issues,issues,110000587464.0,DOMTAR PAPER CO LLC MARLBORO MILL,6518011,NEI
issues,issues,110007334072.0,"NEWPAGE CORPORATION, COATED PAPER",6761511,NEI
issues,issues,110000344958.0,FIBREK,6901611,NEI
issues,issues,110042076892.0,Newpage Corp,7331511,NEI
issues,issues,110000380926.0,Weyerhaeuser Co - Hawesville Operations,7351011,NEI
issues,issues,110000488142.0,Halsey Pulp Mill,7394911,NEI
issues,issues,110017428773.0,Georgia Pacific,7442111,NEI
issues,issues,110008053587.0,VERSO PAPER - ANDROSCOGGIN MILL,7764711,NEI
issues,issues,110009846480.0,Blue Ridge Paper Products - Canton Mill,7920511,NEI
issues,issues,110000350478.0,Weyerhaeuser NR Company Vanceboro Pulp,7980211,NEI
issues,issues,110009719304.0,International Paper - Riegelwood Mill,8122711,NEI
issues,issues,110000590940.0,"Weyerhaeuser NR Company, Columbus Cellulose Fibers",8215811,NEI
issues,issues,110000314570.0,"LINCOLN PAPER AND TISSUE, LLC",8240811,NEI
issues,issues,110014206117.0,Toledo,8418611,NEI
issues,issues,110000588604.0,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,842411,NEI
issues,issues,110027966814.0,RAYONIER PERFORMANCE FIBERS LLC,845811,NEI
issues,issues,110000350478.0,Weyerhaeuser NR Company - New Bern Lumber Facility,8505211,NEI
issues,issues,110000380926.0,Domtar Paper Co LLC - Hawesville Operations,9619211,NEI
issues,issues,110007334072.0,Luke Paper Company,7763811,NEI
