Facility Id,FRS Id,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Unit Name,General Fuel Type,Specific Fuel Type,Other Fuel Name,Blend Fuel Name,Fuel Methane (CH4) emissions (mt CO2e),Fuel Nitrous Oxide (N2O) emissions (mt CO2e),FacilityID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,UrbanRural
1002750,110001666064.0,327310,"C,H",Minerals,GP-GHG6&7,Petroleum Products,Distillate Fuel Oil No. 2,,,0.0,0.0,1002750,Argos Cement LLC - Harleyville Plant,463 JUDGE STREET,HARLEYVILLE,SC,29448.0,33.226205,-80.452832,DORCHESTER COUNTY,327310,,
1002750,110001666064.0,327310,"C,H",Minerals,GPGHG6&7,Petroleum Products,Distillate Fuel Oil No. 2,,,0.0,0.0,1002750,Argos Cement LLC - Harleyville Plant,463 JUDGE STREET,HARLEYVILLE,SC,29448.0,33.226205,-80.452832,DORCHESTER COUNTY,327310,,
1002750,110001666064.0,327310,"C,H",Minerals,GPGHG6&7,Petroleum Products,Distillate Fuel Oil No. 2,,,0.0,0.894,1002750,Argos Cement LLC - Harleyville Plant,463 JUDGE STREET,HARLEYVILLE,SC,29448.0,33.226205,-80.452832,DORCHESTER COUNTY,327310,,
1006659,110000589015.0,327310,"C,H",Minerals,CP-GHG1,Petroleum Products,Propane Gas,,,0.0,0.0,1006659,ARGOS CEMENT LLC. - ROBERTA PLANT,8039 HIGHWAY 25,CALERA,AL,35040.0,33.1043,-86.7985,SHELBY COUNTY,327310,,
1006659,110000589015.0,327310,"C,H",Minerals,CP-GHG2,Petroleum Products,Distillate Fuel Oil No. 2,,,0.0,0.0,1006659,ARGOS CEMENT LLC. - ROBERTA PLANT,8039 HIGHWAY 25,CALERA,AL,35040.0,33.1043,-86.7985,SHELBY COUNTY,327310,,
1006659,110000589015.0,327310,"C,H",Minerals,CP-GHG1,Petroleum Products,Distillate Fuel Oil No. 2,,,0.0,0.0,1006659,ARGOS CEMENT LLC. - ROBERTA PLANT,8039 HIGHWAY 25,CALERA,AL,35040.0,33.1043,-86.7985,SHELBY COUNTY,327310,,
1006659,110000589015.0,327310,"C,H",Minerals,CP-GHG1,Petroleum Products,Propane,,,0.0,0.0,1006659,ARGOS CEMENT LLC. - ROBERTA PLANT,8039 HIGHWAY 25,CALERA,AL,35040.0,33.1043,-86.7985,SHELBY COUNTY,327310,,
1006659,110000589015.0,327310,"C,H",Minerals,CPGHG1,Petroleum Products,Propane,,,0.0,0.0,1006659,ARGOS CEMENT LLC. - ROBERTA PLANT,8039 HIGHWAY 25,CALERA,AL,35040.0,33.1043,-86.7985,SHELBY COUNTY,327310,,
1007566,110000585929.0,327310,"C,H",Minerals,Finish Mill Air Heater,Petroleum Products,Distillate Fuel Oil No. 2,,,2.25,5.066,1007566,ARGOS USA -Martinsburg,1826 SOUTH QUEEN STREET,MARTINSBURG,WV,25401.0,39.434879,-77.977911,BERKELEY COUNTY,327310,,
1007566,110000585929.0,327310,"C,H",Minerals,GP-BOILERS,Petroleum Products,Propane,,,0.0,0.0,1007566,ARGOS USA -Martinsburg,1826 SOUTH QUEEN STREET,MARTINSBURG,WV,25401.0,39.434879,-77.977911,BERKELEY COUNTY,327310,,
