Facility Id,FRS Id,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Unit Name,Unit Type,Unit Reporting Method,Unit Maximum Rated Heat Input Capacity (mmBTU/hr),Unit CO2 emissions (non-biogenic) ,Unit Methane (CH4) emissions ,Unit Nitrous Oxide (N2O) emissions ,Unit Biogenic CO2 emissions (metric tons),FacilityID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC
1002074,110024422622.0,325193,C,Other,GP-Huron - 4 units.,OCS (Other combustion source),Tier1/2/3,75.0,43016.5,20.25,24.138,0.0,1002074,"ABE South Dakota, LLC - Huron",694 W PARK AVE NW,HURON,SD,57350,44.374508,-98.253288,BEADLE,325193,
1002074,110024422622.0,325193,C,Other,GP-Huron - 4 units.,OCS (Other combustion source),Tier1/2/3,75.0,42602.6,20.0,23.84,0.0,1002074,"ABE South Dakota, LLC - Huron",694 W PARK AVE NW,HURON,SD,57350,44.374508,-98.253288,BEADLE,325193,
1002074,110024422622.0,325193,C,Other,GP-Huron - 4 units.,OCS (Other combustion source),Tier1/2/3,67.0,44425.3,21.0,25.032,0.0,1002074,"ABE South Dakota, LLC - Huron",694 W PARK AVE NW,HURON,SD,57350,44.374508,-98.253288,BEADLE,325193,
1002074,110024422622.0,325193,"C,II","Other, Waste",GP-Huron - 4 units.,OCS (Other combustion source),Tier1/2/3,67.0,42559.6,20.0,23.84,17.0,1002074,"ABE South Dakota, LLC - Huron",694 W PARK AVE NW,HURON,SD,57350,44.374508,-98.253288,BEADLE,325193,
1002074,110024422622.0,325193,"C,II","Other, Waste",GP-Huron - 4 units.,OCS (Other combustion source),Tier1/2/3,67.0,42817.9,20.5,24.734,151.9,1002074,"ABE South Dakota, LLC - Huron",694 W PARK AVE NW,HURON,SD,57350,44.374508,-98.253288,BEADLE,325193,
1002074,110024422622.0,325193,"C,II","Other, Waste",GP-Huron - 4 units.,OCS (Other combustion source),Tier1/2/3,67.0,42739.1,20.5,25.032,210.3,1002074,"ABE South Dakota, LLC - Huron",694 W PARK AVE NW,HURON,SD,57350,44.374508,-98.253288,BEADLE,325193,
1002074,110024422622.0,325193,"C,II","Other, Waste",GP-Huron - 4 units.,OCS (Other combustion source),Tier1/2/3,50.0,4078.1,2.0,2.384,0.0,1002074,"ABE South Dakota, LLC - Huron",694 W PARK AVE NW,HURON,SD,57350,44.374508,-98.253288,BEADLE,325193,
1002074,110024422622.0,325193,"C,II","Other, Waste",GP-Huron - 4 units.,OCS (Other combustion source),Tier1/2/3,50.0,47970.7,22.5,26.82,376.3,1002074,"ABE South Dakota, LLC - Huron",694 W PARK AVE NW,HURON,SD,57350,44.374508,-98.253288,BEADLE,325193,
1005278,110033218159.0,325193,C,Other,ABC-Colwich,"OB (Boiler, other)",Tier1/2/3,98.0,7711.1,3.75,4.47,4.9,1005278,ABENGOA BIOENERGY CORPORATION COLWICH ETHANOL PLANT,523 E UNION AVE,COLWICH,KS,67030,37.78682,-97.53099,SEDGWICK COUNTY,325193,
1005278,110033218159.0,325193,C,Other,ABC-Colwich,"OB (Boiler, other)",Tier1/2/3,98.0,7457.6,3.5,4.172,4.7,1005278,ABENGOA BIOENERGY CORPORATION COLWICH ETHANOL PLANT,523 E UNION AVE,COLWICH,KS,67030,37.78682,-97.53099,SEDGWICK COUNTY,325193,
