FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,GHG_QUANTITY,GHG_NAME
1000084,2020,SEMINOLE (136),0.0,BIOGENIC CARBON DIOXIDE
1000084,2020,SEMINOLE (136),0.0,CARBON DIOXIDE
1000084,2020,SEMINOLE (136),0.0,NITROUS OXIDE
1000084,2020,SEMINOLE (136),578.61,METHANE
1000093,2020,MOMENTIVE PERFORMANCE MATERIALS,0.0,BIOGENIC CARBON DIOXIDE
1000093,2020,MOMENTIVE PERFORMANCE MATERIALS,0.0,CARBON DIOXIDE
1000093,2020,MOMENTIVE PERFORMANCE MATERIALS,0.0,NITROUS OXIDE
1000093,2020,MOMENTIVE PERFORMANCE MATERIALS,33.59,METHANE
1000159,2020,US STEEL (FAIRFIELD WORKS),0.0,BIOGENIC CARBON DIOXIDE
1000159,2020,US STEEL (FAIRFIELD WORKS),0.0,CARBON DIOXIDE
1000159,2020,US STEEL (FAIRFIELD WORKS),0.0,NITROUS OXIDE
1000159,2020,US STEEL (FAIRFIELD WORKS),1804.35,METHANE
1000166,2020,"WESTROCK KRAFT PAPER, LLC",0.0,BIOGENIC CARBON DIOXIDE
1000166,2020,"WESTROCK KRAFT PAPER, LLC",0.0,CARBON DIOXIDE
1000166,2020,"WESTROCK KRAFT PAPER, LLC",0.0,NITROUS OXIDE
1000166,2020,"WESTROCK KRAFT PAPER, LLC",1349.24,METHANE
1000228,2020,INTERNATIONAL PAPER - NEW BERN MILL,0.0,BIOGENIC CARBON DIOXIDE
1000228,2020,INTERNATIONAL PAPER - NEW BERN MILL,0.0,CARBON DIOXIDE
1000228,2020,INTERNATIONAL PAPER - NEW BERN MILL,0.0,NITROUS OXIDE
1000228,2020,INTERNATIONAL PAPER - NEW BERN MILL,526.62,METHANE
1000229,2020,DOMTAR PAPER COMPANY LLC - PLYMOUTH,0.0,BIOGENIC CARBON DIOXIDE
1000229,2020,DOMTAR PAPER COMPANY LLC - PLYMOUTH,0.0,CARBON DIOXIDE
1000229,2020,DOMTAR PAPER COMPANY LLC - PLYMOUTH,0.0,NITROUS OXIDE
1000229,2020,DOMTAR PAPER COMPANY LLC - PLYMOUTH,937.1,METHANE
1000230,2020,BLUE RIDGE PAPER PRODUCTS LLC,0.0,BIOGENIC CARBON DIOXIDE
1000230,2020,BLUE RIDGE PAPER PRODUCTS LLC,0.0,CARBON DIOXIDE
1000230,2020,BLUE RIDGE PAPER PRODUCTS LLC,0.0,NITROUS OXIDE
1000230,2020,BLUE RIDGE PAPER PRODUCTS LLC,2890.71,METHANE
1000232,2020,EASTMAN CHEMICAL COMPANY,9312.54,METHANE
1000240,2020,"SP FIBER TECHNOLOGIES SOUTHEAST, LLC",0.0,BIOGENIC CARBON DIOXIDE
1000240,2020,"SP FIBER TECHNOLOGIES SOUTHEAST, LLC",0.0,CARBON DIOXIDE
1000240,2020,"SP FIBER TECHNOLOGIES SOUTHEAST, LLC",0.0,NITROUS OXIDE
1000240,2020,"SP FIBER TECHNOLOGIES SOUTHEAST, LLC",1661.06,METHANE
1000256,2020,"WESTROCK VIRGINIA, COVINGTON",0.0,BIOGENIC CARBON DIOXIDE
1000256,2020,"WESTROCK VIRGINIA, COVINGTON",0.0,CARBON DIOXIDE
1000256,2020,"WESTROCK VIRGINIA, COVINGTON",0.0,NITROUS OXIDE
1000256,2020,"WESTROCK VIRGINIA, COVINGTON",8624.49,METHANE
1000258,2020,INTERNATIONAL PAPER-FRANKLIN MILL,0.0,BIOGENIC CARBON DIOXIDE
1000258,2020,INTERNATIONAL PAPER-FRANKLIN MILL,0.0,CARBON DIOXIDE
1000258,2020,INTERNATIONAL PAPER-FRANKLIN MILL,0.0,NITROUS OXIDE
1000258,2020,INTERNATIONAL PAPER-FRANKLIN MILL,213.77,METHANE
1000262,2020,"WESTROCK COATED BOARD, LLC",0.0,BIOGENIC CARBON DIOXIDE
1000262,2020,"WESTROCK COATED BOARD, LLC",0.0,CARBON DIOXIDE
1000262,2020,"WESTROCK COATED BOARD, LLC",0.0,NITROUS OXIDE
1000262,2020,"WESTROCK COATED BOARD, LLC",4839.58,METHANE
1000273,2020,"GP BIG ISLAND, LLC",0.0,BIOGENIC CARBON DIOXIDE
1000273,2020,"GP BIG ISLAND, LLC",0.0,CARBON DIOXIDE
1000273,2020,"GP BIG ISLAND, LLC",0.0,NITROUS OXIDE
1000273,2020,"GP BIG ISLAND, LLC",2162.1,METHANE
1000305,2020,RESOLUTE FOREST PRODUCT - COOSA PINES OPERATION,0.0,BIOGENIC CARBON DIOXIDE
1000305,2020,RESOLUTE FOREST PRODUCT - COOSA PINES OPERATION,0.0,CARBON DIOXIDE
1000305,2020,RESOLUTE FOREST PRODUCT - COOSA PINES OPERATION,0.0,NITROUS OXIDE
1000305,2020,RESOLUTE FOREST PRODUCT - COOSA PINES OPERATION,677.4,METHANE
1000311,2020,RESOLUTE FOREST PRODUCTS CALHOUN OPERATION,0.0,BIOGENIC CARBON DIOXIDE
1000311,2020,RESOLUTE FOREST PRODUCTS CALHOUN OPERATION,0.0,CARBON DIOXIDE
1000311,2020,RESOLUTE FOREST PRODUCTS CALHOUN OPERATION,0.0,NITROUS OXIDE
1000311,2020,RESOLUTE FOREST PRODUCTS CALHOUN OPERATION,5463.55,METHANE
1000319,2020,"WESTROCK CP, LLC - FLORENCE MILL",0.0,BIOGENIC CARBON DIOXIDE
