FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,GHG_QUANTITY,GHG_NAME
1000010,2020,SANTA ROSA CENTRAL LANDFILL,5959.14,METHANE
1000031,2020,NORTHWEST REGIONAL LANDFILL,4570.27,METHANE
1000046,2020,BADLANDS SANITARY LANDFILL,3315.44,METHANE
1000090,2020,CITY OF GRAND PRAIRIE LANDFILL,4170.43,METHANE
1000176,2020,LAKE COUNTY CENTRAL PHASE I LANDFILL,1626.48,METHANE
1000191,2020,BUTLER COUNTY LANDFILL INCORPORATED,2891.33,METHANE
1000215,2020,POLK COUNTY LANDFILL,3552.12,METHANE
1000216,2020,KEKAHA LANDFILL,930.43,METHANE
1000217,2020,"CHAMBERS OF MISSISSIPPI INC, CLEARVIEW ENVIRONMENTAL CONTROL FACILITY LANDFILL",2254.85,METHANE
1000218,2020,PINE RIDGE RECYCLING & DISPOSAL,2163.22,METHANE
1000287,2020,BLACK HAWK COUNTY SANITARY LANDFILL,6571.5,METHANE
1000291,2020,WESTMORELAND SANITARY LDFL,1667.74,METHANE
1000349,2020,OSCEOLA LANDFILL,11630.88,METHANE
1000365,2020,KERSEY VALLEY MSW LANDFILL,3935.03,METHANE
1000370,2020,CITY OF GARLAND CASTLE DRIVE LANDFILL,1870.12,METHANE
1000371,2020,"FINNEY COUNTY LANDFILL, INC. DBA WESTERN PLAINS RE",1371.78,METHANE
1000372,2020,CITY OF DENTON LANDFILL,3698.2,METHANE
1000382,2020,WINNESHIEK COUNTY SANITARY LANDFILL,1453.98,METHANE
1000425,2020,MERCER COUNTY LANDFILL,2051.24,METHANE
1000429,2020,PENNSAUKEN SANITARY LANDFILL,2900.57,METHANE
1000473,2020,DUBUQUE METROPOLITAN SANITARY LANDFILL,1969.81,METHANE
1000477,2020,BILLINGS CITY LANDFILL,4716.22,METHANE
1000478,2020,SANDOVAL COUNTY LANDFILL,3146.17,METHANE
1000522,2020,DOUGLAS COUNTY LANDFILL,1231.66,METHANE
1000536,2020,LA CROSSE COUNTY SOLID WASTE MANAGEMENT FACILITY,2119.39,METHANE
1000783,2020,PICKLES BUTTE SANITARY LANDFILL,4587.31,METHANE
1000881,2020,FRANKLIN COUNTY LANDFILL,2315.66,METHANE
1001101,2020,DEFIANCE COUNTY LANDFILL,2835.67,METHANE
1001297,2020,ARROWHEAD LANDFILL,1339.38,METHANE
1001561,2020,US ARMY JOINT BASE LEWIS-MCCHORD,627.69,METHANE
1001568,2020,QUARANTINE ROAD LANDFILL,1537.42,METHANE
1001581,2020,EDGEMERE LANDFILL,1065.94,METHANE
1001595,2020,KAPAA AND KALAHEO SANITARY LANDFILLS,65.89,METHANE
1001614,2020,CITY OF FARGO LANDFILL,5065.61,METHANE
1001627,2020,CUMBERLAND COUNTY ANN STREET LANDFILL,2616.28,METHANE
1001633,2020,ADS-CEDAR HILL LANDFILL,5651.76,METHANE
1001636,2020,ADS-PECAN ROW-EVERGREEN LANDFILLS,1468.73,METHANE
1001637,2020,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,7704.68,METHANE
1001639,2020,VEOLIA ES BLACKFOOT LANDFILL,529.25,METHANE
1001642,2020,VEOLIA ES MOREHEAD LANDFILL,1322.51,METHANE
1001643,2020,VEOLIA ES GREENTREE LDFL,1525.75,METHANE
1001668,2020,LANTANA LANDFILL (PARK RIDGE GOLF COURSE),914.99,METHANE
1001766,2020,CEDAR RAPIDS/LINN COUNTY SOLID WASTE AGENCY SITE #1,1954.81,METHANE
1001770,2020,MOCCASIN MIKE SANITARY LANDFILL,3371.92,METHANE
1001775,2020,BUNCOMBE COUNTY NEW LANDFILL,2728.23,METHANE
1001819,2020,WEST CENTRAL LANDFILL,2369.93,METHANE
1001843,2020,ROLLING HILLS LANDFILL,164.07,METHANE
1001844,2020,CHESTNUT VALLEY LDFL,847.04,METHANE
1001845,2020,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,797.13,METHANE
1001847,2020,"HICKORY MEADOWS LANDFILL, LLC",2175.75,METHANE
1001858,2020,ATLANTIC COUNTY LANDFILL,2837.55,METHANE
1001884,2020,PINELLAS COUNTY RESOURCE RECOVERY,9396.3,METHANE
1001909,2020,CHARLOTTE CO.BOARD OF CO.COMMISIONERS,5043.01,METHANE
1001925,2020,SAINT JOSEPH SANITARY LANDFILL,1060.1,METHANE
1001935,2020,SARPY COUNTY SANITARY LANDFILL,602.19,METHANE
1001943,2020,BLACKBURN SANITARY LANDFILL,3249.88,METHANE
1001949,2020,CEDAR RAPIDS/LINN COUNTY SOLID WASTE AGENCY SITE #2,2030.63,METHANE
1001952,2020,WEST KENTUCKY LANDFILL,3858.76,METHANE
1001953,2020,ONSLOW COUNTY LANDFILL,2647.23,METHANE
1001960,2020,GRAND ISLAND REGIONAL LANDFILL,3858.32,METHANE
1001991,2020,ADRIAN LANDFILL,263.05,METHANE
1001993,2020,WHITEFEATHER LANDFILL INC,897.67,METHANE
1002002,2020,MILLERSVILLE LANDFILL,2938.55,METHANE
1002004,2020,GLEN BURNIE LANDFILL,514.4,METHANE
1002008,2020,HERNANDO COUNTY NW LANDFILL,4759.77,METHANE
1002010,2020,DE SOLID WASTE AUTHORITY CHERRY ISLAND,6982.61,METHANE
1002035,2020,"SENECA LANDFILL, INCORPORATED",2145.21,METHANE
1002038,2020,"MALLARD RIDGE LANDFILL, INC",2320.61,METHANE
1002059,2020,PINE BEND LANDFILL,2288.03,METHANE
1002065,2020,CITY OF BEAUMONT LANDFILL,9698.53,METHANE
1002081,2020,J. C. ELLIOTT LANDFILL AND TRANSFER STATION,2414.3,METHANE
1002085,2020,CEFE VALENZUELA LANDFILL,4249.75,METHANE
1002086,2020,SYCAMORE LANDFILL,501.27,METHANE
1002088,2020,ILLINOIS LANDFILL INC,1855.55,METHANE
1002090,2020,LANDCOMP LANDFILL,1065.59,METHANE
1002091,2020,LITCHFIELD-HILLSBORO LANDFILL,379.32,METHANE
1002094,2020,ADS/MCLEAN COUNTY LANDFILL,170.67,METHANE
1002096,2020,SANGAMON VALLEY LANDFILL INC,541.46,METHANE
1002100,2020,CGGSWA REGIONAL LANDFILL,1532.77,METHANE
1002104,2020,COYOTE CANYON SANITARY LANDFILL,2143.1,METHANE
1002106,2020,PRIMA DESHECHA LANDFILL,6389.12,METHANE
1002107,2020,FRANK R. BOWERMAN LANDFILL,14179.36,METHANE
1002110,2020,I-95 LANDFILL,1550.62,METHANE
1002132,2020,LA SALLE/GRANT PARISH SANITARY LANDFILL,4146.79,METHANE
1002134,2020,LAMB CANYON SANITARY LANDFILL,2850.2,METHANE
1002140,2020,TENSAS PARISH LANDFILL,1497.85,METHANE
1002141,2020,IESI TIMBER RIDGE LANDFILL,4323.01,METHANE
1002158,2020,BLUFF ROAD LANDFILL,2983.39,METHANE
1002159,2020,HASTINGS LANDFILL,1832.9,METHANE
1002167,2020,BARTHOLOMEW COUNTY LANDFILL II,2898.54,METHANE
1002168,2020,BARTHOLOMEW CO LANDFILL,808.72,METHANE
1002182,2020,DE SOLID WASTE AUTHORITY CENTRAL LANDFILL,2345.42,METHANE
1002183,2020,DE SOLID WASTE AUTHORITY SOUTHERN,1420.67,METHANE
1002208,2020,LAKE AREA DISPOSAL LF,1015.09,METHANE
1002222,2020,CHEROKEE VILLAGE LANDFILL,3823.3,METHANE
1002223,2020,SABINE PARISH LANDFILL,5273.09,METHANE
1002224,2020,LAS PULGAS LANDFILL,970.03,METHANE
1002232,2020,CHRIN BROTHERS LANDFILL,2924.81,METHANE
1002234,2020,SOUTHERN OKLAHOMA REGIONAL DISPOSAL LANDFILL,2602.7,METHANE
1002236,2020,ANSON COUNTY WASTE MANAGEMENT FACILITY,2836.67,METHANE
1002242,2020,CLINTON COUNTY LANDFILL,891.31,METHANE
1002244,2020,CENTERPOINT LANDFILL,1527.71,METHANE
