REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS,Facility Id,FRS Id,Facility Name,City_x,State_x,Zip Code,Address_x,County_x,Latitude_x,Longitude_x,Primary NAICS Code,FRS_ID,FacilityName,Address_y,City_y,State_y,Zip,Latitude_y,Longitude_y,County_y,NAICS,SIC,FacilityID,Source
2017,ABC COKE,1004511,ONE RAILROAD AVENUE,33.580769,-86.781281,TARRANT,JEFFERSON COUNTY,AL,35217,DRUMMOND CO INC (100%),166390,"C,Q",1004511,110000366817.0,ABC COKE,TARRANT,AL,35217,ONE RAILROAD AVENUE,JEFFERSON COUNTY,33.58,-86.78,324199,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
2017,Big River Steel LLC,1012997,2027 E. State Hwy.198,35.6969927,-90.0373201,Osceola,issues,AR,72370,BRS Intermediate Holdings LLC (100%),245217,"C,Q",1012997,nan,Big River Steel LLC,Osceola,AR,72370,2027 E. State Hwy.198,nan,35.7,-90.04,331110,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
2017,CHARTER STEEL,1006901,1658 COLD SPRINGS ROAD,43.39695,-87.94966,SAUKVILLE,OZAUKEE COUNTY,WI,53080,CHARTER MANUFACTURING CO INC (100%),156279,"C,Q",1006901,110070081960.0,CHARTER STEEL,SAUKVILLE,WI,53080,1658 COLD SPRINGS ROAD,OZAUKEE COUNTY,43.4,-87.95,331110,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
2017,CHARTER STEEL CLEVELAND *,1003474,4300 EAST 49TH STREET,41.442661,-81.66421,CUYAHOGA HEIGHTS,CUYAHOGA COUNTY,OH,44125,CHARTER MANUFACTURING CO INC (100%),126736,"C,Q",1003474,110000387402.0,CHARTER STEEL CLEVELAND *,CUYAHOGA HEIGHTS,OH,44125,4300 EAST 49TH STREET,CUYAHOGA COUNTY,41.44,-81.66,331110,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
2017,CMC Steel Arizona,1004038,11444 E Germann Rd,33.2853,-111.5863,Mesa,MARICOPA COUNTY,AZ,85212,COMMERCIAL METALS CO (100%),44496,"C,Q",1004038,110037377969.0,CMC Steel Arizona,Mesa,AZ,85212,11444 E Germann Rd,MARICOPA COUNTY,33.29,-111.59,331110,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
2017,CMC Steel New Jersey,1006708,NORTH CROSSMAN ROAD,40.479262,-74.321207,SAYREVILLE,MIDDLESEX COUNTY,NJ,8872,GERDAU USA INC (100%),54018,"C,Q",1006708,110040971491.0,CMC Steel New Jersey,SAYREVILLE,NJ,8872,NORTH CROSSMAN ROAD,MIDDLESEX COUNTY,40.48,-74.32,331110,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
2017,Cleveland-Cliffs Monessen Coke LLC,1005025,345 DONNER AVENUE,40.1632,-79.8861,MONESSEN,WESTMORELAND COUNTY,PA,15062,ARCELORMITTAL USA (100%),166658,"C,Q",1005025,110000329118.0,Cleveland-Cliffs Monessen Coke LLC,MONESSEN,PA,15062,345 DONNER AVENUE,WESTMORELAND COUNTY,40.16,-79.89,324199,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
2017,FINKL & SONS CO,1008735,1355 E 93RD ST,41.726794,-87.590059,CHICAGO,COOK COUNTY,IL,60619,SCHMOLZ & BICKENBACH USA HOLDINGS INC (100%),39859,"C,Q",1008735,110030735916.0,FINKL & SONS CO,CHICAGO,IL,60619,1355 E 93RD ST,COOK COUNTY,41.73,-87.59,331110,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
2017,GERDAU AMERISTEEL,1004493,801 Gerdau Dr.,35.72409,-88.81766,JACKSON,MADISON COUNTY,TN,38305,GERDAU USA INC (100%),78327,"C,Q",1004493,110007846359.0,GERDAU AMERISTEEL,JACKSON,TN,38305,801 Gerdau Dr.,MADISON COUNTY,35.72,-88.82,331110,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
2017,"Gerdau Ameristeel US, Inc - Charlotte Mill",1003507,6601 LAKEVIEW ROAD,35.33902,-80.82926,CHARLOTTE,MECKLENBURG COUNTY,NC,28269,GERDAU USA INC (100%),42165,"C,Q",1003507,110012474697.0,"Gerdau Ameristeel US, Inc - Charlotte Mill",CHARLOTTE,NC,28269,6601 LAKEVIEW ROAD,MECKLENBURG COUNTY,35.34,-80.83,331110,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
