FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source
110042043384.0,US Steel (Clairton Coke),400 STATE ST,CLAIRTON,PA,15025,40.3097,-79.8819,Allegheny,324199,,1000124,GHGRP
110042043384.0,USS/CLAIRTON WORKS,400 STATE ST,CLAIRTON,PA,None,40.3055,-79.87699999999998,Allegheny,331110,,8204511,NEI
110042043384.0,USS-CLAIRTON PLANT,400 STATE ST MS 71,CLAIRTON,PA,15025,40.305088,-79.876911,ALLEGHENY,331111,,15025SSCLR400ST,TRI
110008797864.0,US Steel - Keetac,1 MINE ROAD,KEEWATIN,MN,55753,47.41326,-93.06357,SAINT LOUIS,212210,,1001618,GHGRP
110008797864.0,US Steel Corp - Keetac,1 Mine Rd,Keewatin,MN,55753,47.4133,-93.0636,St. Louis,21221,,13598411,NEI
110008799247.0,US STEEL - Minntac,8819 OLD HIGHWAY 169,MOUNTAIN IRON,MN,55768,47.564451,-92.63057,SAINT LOUIS,212210,,1001621,GHGRP
110008799247.0,US Steel Corp - Minntac,8819 Old Highway 169,Mountain Iron,MN,55768,47.5645,-92.6306,St. Louis,21221,,6927911,NEI
110000451369.0,EVRAZ STRATCOR INC,4285 MALVERN ROAD,HOT SPRINGS,AR,71901,34.463889,-92.944167,GARLAND COUNTY,331492,,1002288,GHGRP
110000451369.0,Evraz Stratcor Inc,4285 MALVERN ROAD,HOT SPRINGS,AR,05,34.4739,-92.9631,Garland,212291,,992311,NEI
110000451369.0,US VANADIUM LLC,4285 MALVERN RD,HOT SPRINGS,AR,71901,34.464444,-92.946417,GARLAND,212291,,71901SVNDM5911M,TRI
110012566767.0,ARCELORMITTAL WARREN  (0278000648),2234 MAIN AVE SW,WARREN,OH,44481,41.211242,-80.81682,TRUMBULL,324199,,1003380,GHGRP
110012566767.0,ArcelorMittal Warren (0278000648),2234 Main Ave SW,Warren,OH,44481,41.2042,-80.81579999999998,Trumbull,331110,,8115611,NEI
110012566767.0,CLEVELAND-CLIFFS CLEVELAND WORKS LLC DBA CLEVELAND-CLIFFS WA,2234 MAIN AVE SW,WARREN,OH,44481,41.211242,-80.81682,TRUMBULL,324199,,44482LTVST2234M,TRI
110000384673.0,AK STEEL CORP *,17400 STATE ROUTE 16,COSHOCTON,OH,43812,40.20669,-81.88549,COSHOCTON COUNTY,331221,,1003417,GHGRP
110000384673.0,AK Steel-Coshocton Works (0616010039),17400 State Route 16,Coshocton,OH,43812,40.2056,-81.8805,Coshocton,331221,,7921111,NEI
110000384673.0,CLEVELAND-CLIFFS STEEL CORP,17400 STATE RT 16,COSHOCTON,OH,43812,40.20669,-81.88549,COSHOCTON,331111,,43812CSHCTSTATE,TRI
110000399462.0,IN KOTE IN TEK,30755 EDISON RD,NEW CARLISLE,IN,46552,41.6974,-86.4674,ST JOSEPH,331221,,1003581,GHGRP
110000399462.0,I N TEK & I N KOTE,30755 Edison Rd Bldg 1,New Carlisle,IN,46552,41.694,-86.4723,St. Joseph,332813,,4215411,NEI
110000399462.0,I/N KOTE,30755 EDISON RD,NEW CARLISLE,IN,465529695,41.6974,-86.4674,ST JOSEPH,332813,,46552NTKXX30755,TRI
110000399462.0,I/N KOTE,30755 EDISON RD,NEW CARLISLE,IN,465529695,41.6974,-86.4674,ST JOSEPH,331221,,46552NTKXX30755,TRI
110056954808.0,ArcelorMittal Minorca Mine,5950 Old Highway 53,Virginia,MN,55792,47.559109,-92.518973,SAINT LOUIS,212210,,1003669,GHGRP
110056954808.0,ArcelorMittal Minorca Mine Inc,5950 Old Highway 53 N,Virginia,MN,55792,47.5548,-92.5343,St. Louis,21221,,6237711,NEI
110000434352.0,Horsehead Corp. - Chicago,2701 E. 114TH ST.,CHICAGO,IL,60617,41.687645,-87.554445,COOK,331492,,1004427,GHGRP
110000434352.0,Horsehead Corp,2701 E 114th St,Chicago,IL,60617,41.6876,-87.5544,Cook,325130,,7337011,NEI
110000434352.0,BEFESA ZINC US INC.,2701 E 114TH ST,CHICAGO,IL,60617,41.687371,-87.554861,COOK,331492,,60617HRSHD2701E,TRI
110000483450.0,USS POSCO INDUSTRIES,900 LOVERIDGE ROAD,PITTSBURG,CA,94565,38.02305,-121.85565,CONTRA COSTA,331221,,1004478,GHGRP
110000483450.0,USS-POSCO INDUSTRIES,900 LOVERIDGE ROAD,PITTSBURG,CA,94565,38.0228,-121.86,Contra Costa,324199,,6529211,NEI
110000483450.0,USS-UPI LLC,900 LOVERIDGE RD - MS-67,PITTSBURG,CA,94565,38.02305,-121.85565,CONTRA COSTA,331221,,94565SSPSCPOBOX,TRI
110000603749.0,Horsehead Corp. - Palmerton,900 DELAWARE AVENUE,PALMERTON,PA,18071,40.808331,-75.583339,CARBON COUNTY,331492,,1004723,GHGRP
