FlowName,Compartment,FlowAmount,Unit,DataReliability,Source,Year,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,FlowChemIdentifier_x,FlowChemIdentifier_y
Carbon Dioxide,air,490115500.0,kg,2.1029014589418207,GHGRP,2017.0,110070834778.0,HOLLYFRONTIER TULSA REFINING LLC - WEST,1700 SOUTH UNION STREET,TULSA,OK,74107.0,36.371881,-95.845803,TULSA COUNTY,324110,,1002026,18923-20-1,18923-20-1
Methane,air,34230.0,kg,3.2322524101665207,GHGRP,2017.0,110070834778.0,HOLLYFRONTIER TULSA REFINING LLC - WEST,1700 SOUTH UNION STREET,TULSA,OK,74107.0,36.371881,-95.845803,TULSA COUNTY,324110,,1002026,74-82-8,74-82-8
Nitrous Oxide,air,3629.0,kg,2.009920088178561,GHGRP,2017.0,110070834778.0,HOLLYFRONTIER TULSA REFINING LLC - WEST,1700 SOUTH UNION STREET,TULSA,OK,74107.0,36.371881,-95.845803,TULSA COUNTY,324110,,1002026,126386-65-0,126386-65-0
Carbon Dioxide,air,4658390900.0,kg,2.708250997141524,GHGRP,2017.0,110070244347.0,CITGO PETROLEUM CORP - LAKE CHARLES MANUFACTURING COMPLEX,4401 Hwy 108,Westlake,LA,70665.0,30.18887,-93.32524,CALCASIEU PARISH,324110,,1002389,18923-20-1,18923-20-1
Methane,air,416650.0,kg,3.64684987399496,GHGRP,2017.0,110070244347.0,CITGO PETROLEUM CORP - LAKE CHARLES MANUFACTURING COMPLEX,4401 Hwy 108,Westlake,LA,70665.0,30.18887,-93.32524,CALCASIEU PARISH,324110,,1002389,74-82-8,74-82-8
Nitrous Oxide,air,43697.0,kg,2.432661281094812,GHGRP,2017.0,110070244347.0,CITGO PETROLEUM CORP - LAKE CHARLES MANUFACTURING COMPLEX,4401 Hwy 108,Westlake,LA,70665.0,30.18887,-93.32524,CALCASIEU PARISH,324110,,1002389,126386-65-0,126386-65-0
Carbon Dioxide,air,27842700.0,kg,2.003103147324074,GHGRP,2017.0,110070104834.0,HUNT SOUTHLAND REFINING COMPANY,177 Haney Road,Heidelberg,MS,39439.0,31.814611,-89.009028,JONES COUNTY,324110,,1002798,18923-20-1,18923-20-1
Methane,air,7710.0,kg,4.782101167315175,GHGRP,2017.0,110070104834.0,HUNT SOUTHLAND REFINING COMPANY,177 Haney Road,Heidelberg,MS,39439.0,31.814611,-89.009028,JONES COUNTY,324110,,1002798,74-82-8,74-82-8
Nitrous Oxide,air,59.0,kg,2.0,GHGRP,2017.0,110070104834.0,HUNT SOUTHLAND REFINING COMPANY,177 Haney Road,Heidelberg,MS,39439.0,31.814611,-89.009028,JONES COUNTY,324110,,1002798,126386-65-0,126386-65-0
Carbon Dioxide,air,383600.0,kg,4.946037539103233,GHGRP,2017.0,110070081859.0,CONTINENTAL REFINING COMPANY LLC,300 REFINERY ROAD,SOMERSET,KY,42501.0,37.070656,-84.616671,PULASKI COUNTY,324110,,1003306,18923-20-1,18923-20-1
Methane,air,12850.0,kg,4.885603112840467,GHGRP,2017.0,110070081859.0,CONTINENTAL REFINING COMPANY LLC,300 REFINERY ROAD,SOMERSET,KY,42501.0,37.070656,-84.616671,PULASKI COUNTY,324110,,1003306,74-82-8,74-82-8
Nitrous Oxide,air,102.0,kg,2.088235294117647,GHGRP,2017.0,110070081859.0,CONTINENTAL REFINING COMPANY LLC,300 REFINERY ROAD,SOMERSET,KY,42501.0,37.070656,-84.616671,PULASKI COUNTY,324110,,1003306,126386-65-0,126386-65-0
Carbon Dioxide,air,1143634100.0,kg,2.6855430421320947,GHGRP,2017.0,110042061238.0,Marathon El Paso Refinery,212 North Clark Street,EL PASO,TX,79905.0,31.76945,-106.41426,EL PASO COUNTY,324110,,1003564,18923-20-1,18923-20-1
Methane,air,123250.0,kg,3.981338742393509,GHGRP,2017.0,110042061238.0,Marathon El Paso Refinery,212 North Clark Street,EL PASO,TX,79905.0,31.76945,-106.41426,EL PASO COUNTY,324110,,1003564,74-82-8,74-82-8
