FlowName,Compartment,FlowAmount,Unit,DataReliability,Source,Year,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,FlowChemIdentifier
Carbon Dioxide,air,363194500.0,kg,2.0080254519272733,GHGRP,2017.0,110069723062.0,US MAGNESIUM LLC,12819 North Skull Valley Rd,Grantsville,UT,84029.0,40.913462,-112.734503,TOOELE COUNTY,331419,,1000030,18923-20-1
HFC-134a,air,64000.0,kg,5.0,GHGRP,2017.0,110069723062.0,US MAGNESIUM LLC,12819 North Skull Valley Rd,Grantsville,UT,84029.0,40.913462,-112.734503,TOOELE COUNTY,331419,,1000030,
Methane,air,6880.0,kg,2.0,GHGRP,2017.0,110069723062.0,US MAGNESIUM LLC,12819 North Skull Valley Rd,Grantsville,UT,84029.0,40.913462,-112.734503,TOOELE COUNTY,331419,,1000030,74-82-8
Nitrous Oxide,air,698.0,kg,2.0,GHGRP,2017.0,110069723062.0,US MAGNESIUM LLC,12819 North Skull Valley Rd,Grantsville,UT,84029.0,40.913462,-112.734503,TOOELE COUNTY,331419,,1000030,126386-65-0
Carbon Dioxide,air,76156100.0,kg,2.0,GHGRP,2017.0,110071161619.0,"REPUBLIC STEEL, LACKAWANNA",S3049 LAKESHORE RD.,BLASDELL,NY,14219.0,42.80166,-78.84166,ERIE COUNTY,331111,,1000077,18923-20-1
Methane,air,1440.0,kg,2.0,GHGRP,2017.0,110071161619.0,"REPUBLIC STEEL, LACKAWANNA",S3049 LAKESHORE RD.,BLASDELL,NY,14219.0,42.80166,-78.84166,ERIE COUNTY,331111,,1000077,74-82-8
Nitrous Oxide,air,144.0,kg,2.0,GHGRP,2017.0,110071161619.0,"REPUBLIC STEEL, LACKAWANNA",S3049 LAKESHORE RD.,BLASDELL,NY,14219.0,42.80166,-78.84166,ERIE COUNTY,331111,,1000077,126386-65-0
Carbon Dioxide,air,63296900.0,kg,2.0,GHGRP,2017.0,110071161996.0,SONNEBORN LLC/PETROLIA PLT,100 SONNEBORN LN,PETROLIA,PA,16050.0,41.01,-79.72,BUTLER COUNTY,324199,,1000140,18923-20-1
Methane,air,1210.0,kg,2.0,GHGRP,2017.0,110071161996.0,SONNEBORN LLC/PETROLIA PLT,100 SONNEBORN LN,PETROLIA,PA,16050.0,41.01,-79.72,BUTLER COUNTY,324199,,1000140,74-82-8
Nitrous Oxide,air,121.0,kg,2.0,GHGRP,2017.0,110071161996.0,SONNEBORN LLC/PETROLIA PLT,100 SONNEBORN LN,PETROLIA,PA,16050.0,41.01,-79.72,BUTLER COUNTY,324199,,1000140,126386-65-0
Carbon Dioxide,air,3603247300.0,kg,2.701571080064363,GHGRP,2017.0,110071161108.0,US Steel (Edgar Thomson),13th Street and Braddock Avenue,Braddock,PA,15104.0,40.3925,-79.8564,Allegheny,331111,,1000233,18923-20-1
Methane,air,3250.0,kg,2.036923076923077,GHGRP,2017.0,110071161108.0,US Steel (Edgar Thomson),13th Street and Braddock Avenue,Braddock,PA,15104.0,40.3925,-79.8564,Allegheny,331111,,1000233,74-82-8
Nitrous Oxide,air,1750.0,kg,2.334285714285714,GHGRP,2017.0,110071161108.0,US Steel (Edgar Thomson),13th Street and Braddock Avenue,Braddock,PA,15104.0,40.3925,-79.8564,Allegheny,331111,,1000233,126386-65-0
Carbon Dioxide,air,365713000.0,kg,2.304647906965298,GHGRP,2017.0,110071159536.0,US STEEL - IRVIN WORKS,None,West Mifflin,PA,15122.0,40.3372,-79.9108,ALLEGHENY COUNTY,331111,,1000802,18923-20-1
Methane,air,4400.0,kg,2.2590909090909093,GHGRP,2017.0,110071159536.0,US STEEL - IRVIN WORKS,None,West Mifflin,PA,15122.0,40.3372,-79.9108,ALLEGHENY COUNTY,331111,,1000802,74-82-8
Nitrous Oxide,air,763.0,kg,2.3184796854521625,GHGRP,2017.0,110071159536.0,US STEEL - IRVIN WORKS,None,West Mifflin,PA,15122.0,40.3372,-79.9108,ALLEGHENY COUNTY,331111,,1000802,126386-65-0
Carbon Dioxide,air,8817300.0,kg,2.0,GHGRP,2017.0,110037144603.0,"Cleveland-Cliffs Burns Harbor, LLC - Gary Plate",1 North Broadway,Gary,IN,46402.0,41.608722,-87.337224,LAKE COUNTY,331111,,1000895,18923-20-1
Methane,air,170.0,kg,2.0,GHGRP,2017.0,110037144603.0,"Cleveland-Cliffs Burns Harbor, LLC - Gary Plate",1 North Broadway,Gary,IN,46402.0,41.608722,-87.337224,LAKE COUNTY,331111,,1000895,74-82-8
Nitrous Oxide,air,17.0,kg,2.0,GHGRP,2017.0,110037144603.0,"Cleveland-Cliffs Burns Harbor, LLC - Gary Plate",1 North Broadway,Gary,IN,46402.0,41.608722,-87.337224,LAKE COUNTY,331111,,1000895,126386-65-0
Carbon Dioxide,air,77846700.0,kg,2.8122386690765317,GHGRP,2017.0,110041343267.0,GERDAU AMERISTEEL CARTERSVILLE STEEL MILL,384 OLD GRASSDALE RD NE,CARTERSVILLE,GA,30121.0,34.242779,-84.797775,BARTOW COUNTY,331111,,1001103,18923-20-1
Methane,air,1070.0,kg,2.0,GHGRP,2017.0,110041343267.0,GERDAU AMERISTEEL CARTERSVILLE STEEL MILL,384 OLD GRASSDALE RD NE,CARTERSVILLE,GA,30121.0,34.242779,-84.797775,BARTOW COUNTY,331111,,1001103,74-82-8
Nitrous Oxide,air,107.0,kg,2.0,GHGRP,2017.0,110041343267.0,GERDAU AMERISTEEL CARTERSVILLE STEEL MILL,384 OLD GRASSDALE RD NE,CARTERSVILLE,GA,30121.0,34.242779,-84.797775,BARTOW COUNTY,331111,,1001103,126386-65-0
Carbon Dioxide,air,107731500.0,kg,2.0,GHGRP,2017.0,110064647743.0,US Steel - Midwest Plant,6300 US 12,PORTAGE,IN,46368.0,41.620389,-87.170278,PORTER COUNTY,331221,,1001620,18923-20-1
Methane,air,2030.0,kg,2.0,GHGRP,2017.0,110064647743.0,US Steel - Midwest Plant,6300 US 12,PORTAGE,IN,46368.0,41.620389,-87.170278,PORTER COUNTY,331221,,1001620,74-82-8
Nitrous Oxide,air,203.0,kg,2.0,GHGRP,2017.0,110064647743.0,US Steel - Midwest Plant,6300 US 12,PORTAGE,IN,46368.0,41.620389,-87.170278,PORTER COUNTY,331221,,1001620,126386-65-0
Carbon Dioxide,air,41438300.0,kg,2.774790471616837,GHGRP,2017.0,110010957857.0,ELLWOOD QUALITY STEELS,700 MORAVIA STREET,NEW CASTLE,PA,16101.0,40.99341,-80.34696,LAWRENCE COUNTY,331111,,1001669,18923-20-1
Methane,air,650.0,kg,2.3230769230769237,GHGRP,2017.0,110010957857.0,ELLWOOD QUALITY STEELS,700 MORAVIA STREET,NEW CASTLE,PA,16101.0,40.99341,-80.34696,LAWRENCE COUNTY,331111,,1001669,74-82-8
Nitrous Oxide,air,69.0,kg,2.4782608695652173,GHGRP,2017.0,110010957857.0,ELLWOOD QUALITY STEELS,700 MORAVIA STREET,NEW CASTLE,PA,16101.0,40.99341,-80.34696,LAWRENCE COUNTY,331111,,1001669,126386-65-0
Carbon Dioxide,air,4008854100.0,kg,3.015973691833784,GHGRP,2017.0,110025329909.0,US Steel - Great Lakes Works,1 QUALITY DRIVE,ECORSE,MI,48229.0,42.2581,-83.13859,WAYNE COUNTY,331111,,1001834,18923-20-1
Methane,air,10100.0,kg,2.023762376237624,GHGRP,2017.0,110025329909.0,US Steel - Great Lakes Works,1 QUALITY DRIVE,ECORSE,MI,48229.0,42.2581,-83.13859,WAYNE COUNTY,331111,,1001834,74-82-8
Nitrous Oxide,air,2304.0,kg,2.477864583333333,GHGRP,2017.0,110025329909.0,US Steel - Great Lakes Works,1 QUALITY DRIVE,ECORSE,MI,48229.0,42.2581,-83.13859,WAYNE COUNTY,331111,,1001834,126386-65-0
Carbon Dioxide,air,34681000.0,kg,2.0,GHGRP,2017.0,110064856767.0,MITSUBISHI POLYCRYSTALLINE SILICON AMERICAN CORPORATION,7800 MITSUBISHI LANE,THEODORE,AL,36582.0,30.52339,-88.14111,MOBILE COUNTY,331419,,1002393,18923-20-1
Methane,air,650.0,kg,2.0,GHGRP,2017.0,110064856767.0,MITSUBISHI POLYCRYSTALLINE SILICON AMERICAN CORPORATION,7800 MITSUBISHI LANE,THEODORE,AL,36582.0,30.52339,-88.14111,MOBILE COUNTY,331419,,1002393,74-82-8
Nitrous Oxide,air,65.0,kg,2.0,GHGRP,2017.0,110064856767.0,MITSUBISHI POLYCRYSTALLINE SILICON AMERICAN CORPORATION,7800 MITSUBISHI LANE,THEODORE,AL,36582.0,30.52339,-88.14111,MOBILE COUNTY,331419,,1002393,126386-65-0
Carbon Dioxide,air,156839100.0,kg,2.822363173468861,GHGRP,2017.0,110070295490.0,Vallourec Star,2669 Martin Luther King Jr Blv,Youngstown,OH,44510.0,41.128041,-80.671532,MAHONING COUNTY,331111,,1002768,18923-20-1
Methane,air,2150.0,kg,2.0,GHGRP,2017.0,110070295490.0,Vallourec Star,2669 Martin Luther King Jr Blv,Youngstown,OH,44510.0,41.128041,-80.671532,MAHONING COUNTY,331111,,1002768,74-82-8
Nitrous Oxide,air,215.0,kg,2.0,GHGRP,2017.0,110070295490.0,Vallourec Star,2669 Martin Luther King Jr Blv,Youngstown,OH,44510.0,41.128041,-80.671532,MAHONING COUNTY,331111,,1002768,126386-65-0
Carbon Dioxide,air,5070900.0,kg,2.0,GHGRP,2017.0,110070368626.0,Joy Global Longview Operations,2400 S. MCARTHUR BLVD.,LONGVIEW,TX,75601.0,32.458423,-94.732851,GREGG COUNTY,331111,,1002769,18923-20-1
Methane,air,100.0,kg,2.0,GHGRP,2017.0,110070368626.0,Joy Global Longview Operations,2400 S. MCARTHUR BLVD.,LONGVIEW,TX,75601.0,32.458423,-94.732851,GREGG COUNTY,331111,,1002769,74-82-8
Nitrous Oxide,air,11.0,kg,2.0,GHGRP,2017.0,110070368626.0,Joy Global Longview Operations,2400 S. MCARTHUR BLVD.,LONGVIEW,TX,75601.0,32.458423,-94.732851,GREGG COUNTY,331111,,1002769,126386-65-0
Carbon Dioxide,air,335831200.0,kg,2.668981619337334,GHGRP,2017.0,110071160011.0,North American Stainless,6870 Highway 42 East,Ghent,KY,41045.0,38.734905,-85.002554,GALLATIN COUNTY,331111,,1002977,18923-20-1
Methane,air,4920.0,kg,2.0,GHGRP,2017.0,110071160011.0,North American Stainless,6870 Highway 42 East,Ghent,KY,41045.0,38.734905,-85.002554,GALLATIN COUNTY,331111,,1002977,74-82-8
Nitrous Oxide,air,492.0,kg,2.0,GHGRP,2017.0,110071160011.0,North American Stainless,6870 Highway 42 East,Ghent,KY,41045.0,38.734905,-85.002554,GALLATIN COUNTY,331111,,1002977,126386-65-0
Carbon Dioxide,air,56512700.0,kg,2.0,GHGRP,2017.0,110071159743.0,IPSCO KOPPEL TUBULARS CORP AMBRIDGE PLT,2225  DUSS AVENUE,AMBRIDGE,PA,15003.0,40.598901,-80.2154,BEAVER COUNTY,331111,,1003270,18923-20-1
Methane,air,1070.0,kg,2.0,GHGRP,2017.0,110071159743.0,IPSCO KOPPEL TUBULARS CORP AMBRIDGE PLT,2225  DUSS AVENUE,AMBRIDGE,PA,15003.0,40.598901,-80.2154,BEAVER COUNTY,331111,,1003270,74-82-8
Nitrous Oxide,air,107.0,kg,2.0,GHGRP,2017.0,110071159743.0,IPSCO KOPPEL TUBULARS CORP AMBRIDGE PLT,2225  DUSS AVENUE,AMBRIDGE,PA,15003.0,40.598901,-80.2154,BEAVER COUNTY,331111,,1003270,126386-65-0
Carbon Dioxide,air,190609600.0,kg,3.0142101971778965,GHGRP,2017.0,110070273127.0,Republic Steel - Canton Plant,2633 EIGHTH STREET NE,CANTON,OH,44704.0,40.799393,-81.334441,STARK COUNTY,331111,,1003799,18923-20-1
Methane,air,2380.0,kg,2.0,GHGRP,2017.0,110070273127.0,Republic Steel - Canton Plant,2633 EIGHTH STREET NE,CANTON,OH,44704.0,40.799393,-81.334441,STARK COUNTY,331111,,1003799,74-82-8
Nitrous Oxide,air,238.0,kg,2.0,GHGRP,2017.0,110070273127.0,Republic Steel - Canton Plant,2633 EIGHTH STREET NE,CANTON,OH,44704.0,40.799393,-81.334441,STARK COUNTY,331111,,1003799,126386-65-0
Nitrous Oxide,air,551.0,kg,2.0,GHGRP,2017.0,110024425237.0,TIMKENSTEEL CORP (1576000613),"1835 DUEBER AVENUE, S.W.",CANTON,OH,44706.0,40.780505,-81.397259,STARK COUNTY,331111,,1003860,126386-65-0
Carbon Dioxide,air,430012600.0,kg,2.9607218486155986,GHGRP,2017.0,110024425237.0,TIMKENSTEEL CORP (1576000613),"1835 DUEBER AVENUE, S.W.",CANTON,OH,44706.0,40.780505,-81.397259,STARK COUNTY,331111,,1003860,18923-20-1
Methane,air,5510.0,kg,2.0,GHGRP,2017.0,110024425237.0,TIMKENSTEEL CORP (1576000613),"1835 DUEBER AVENUE, S.W.",CANTON,OH,44706.0,40.780505,-81.397259,STARK COUNTY,331111,,1003860,74-82-8
Carbon Dioxide,air,184554700.0,kg,4.083471729519758,GHGRP,2017.0,110000599745.0,STRUCTURAL METALS INC,1 STEEL MILL ROAD,SEGUIN,TX,78155.0,29.574556,-98.032806,GUADALUPE COUNTY,331111,,1004259,18923-20-1
Methane,air,1060.0,kg,2.0,GHGRP,2017.0,110000599745.0,STRUCTURAL METALS INC,1 STEEL MILL ROAD,SEGUIN,TX,78155.0,29.574556,-98.032806,GUADALUPE COUNTY,331111,,1004259,74-82-8
Nitrous Oxide,air,106.0,kg,2.0,GHGRP,2017.0,110000599745.0,STRUCTURAL METALS INC,1 STEEL MILL ROAD,SEGUIN,TX,78155.0,29.574556,-98.032806,GUADALUPE COUNTY,331111,,1004259,126386-65-0
Carbon Dioxide,air,78275200.0,kg,3.0982482318793183,GHGRP,2017.0,110007846359.0,GERDAU AMERISTEEL,801 Gerdau Dr.,JACKSON,TN,38305.0,35.72409,-88.81766,MADISON COUNTY,331111,,1004493,18923-20-1
Methane,air,940.0,kg,2.0,GHGRP,2017.0,110007846359.0,GERDAU AMERISTEEL,801 Gerdau Dr.,JACKSON,TN,38305.0,35.72409,-88.81766,MADISON COUNTY,331111,,1004493,74-82-8
Nitrous Oxide,air,94.0,kg,2.0,GHGRP,2017.0,110007846359.0,GERDAU AMERISTEEL,801 Gerdau Dr.,JACKSON,TN,38305.0,35.72409,-88.81766,MADISON COUNTY,331111,,1004493,126386-65-0
Carbon Dioxide,air,166246400.0,kg,2.253014200608254,GHGRP,2017.0,110000366817.0,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217.0,33.580769,-86.781281,JEFFERSON COUNTY,331111,,1004511,18923-20-1
Methane,air,1700.0,kg,2.1411764705882352,GHGRP,2017.0,110000366817.0,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217.0,33.580769,-86.781281,JEFFERSON COUNTY,331111,,1004511,74-82-8
Nitrous Oxide,air,340.0,kg,2.15,GHGRP,2017.0,110000366817.0,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217.0,33.580769,-86.781281,JEFFERSON COUNTY,331111,,1004511,126386-65-0
Carbon Dioxide,air,351045400.0,kg,4.965513007719229,GHGRP,2017.0,110071160591.0,OXBOW CALCINING LLC,11826 N 30th St,KREMLIN,OK,73753.0,36.545053,-97.850395,GARFIELD COUNTY,324199,,1004521,18923-20-1
Methane,air,13360.0,kg,4.982035928143713,GHGRP,2017.0,110071160591.0,OXBOW CALCINING LLC,11826 N 30th St,KREMLIN,OK,73753.0,36.545053,-97.850395,GARFIELD COUNTY,324199,,1004521,74-82-8
