Facility Id,FRS Id,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Unit Name,General Fuel Type,Specific Fuel Type,Other Fuel Name,Blend Fuel Name,Fuel Methane (CH4) emissions (mt CO2e),Fuel Nitrous Oxide (N2O) emissions (mt CO2e),FacilityID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC
1004511,110000366817.0,324199,"C,Q",Metals,GP-Boilers,Natural Gas,Natural Gas (Weighted U.S. Average),,,5.75,6.854,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1004511,110000366817.0,324199,"C,Q",Metals,GP-Boilers,Other,Coke Oven Gas,,,10.25,25.628,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1004511,110000366817.0,324199,"C,Q",Metals,GP-Combustion Stacks,Other,Coke Oven Gas,,,28.0,69.732,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1004511,110000366817.0,324199,"C,Q",Metals,GP-Boilers,Natural Gas,Natural Gas (Weighted U.S. Average),,,4.25,5.066,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1004511,110000366817.0,324199,"C,Q",Metals,GP-Boilers,Other,Coke Oven Gas,,,12.5,31.29,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1004511,110000366817.0,324199,"C,Q",Metals,GP-Combustion Stacks,Other,Coke Oven Gas,,,27.5,68.242,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1004511,110000366817.0,324199,"C,Q",Metals,GP-Boilers,Natural Gas,Natural Gas (Weighted U.S. Average),,,3.25,3.874,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1004511,110000366817.0,324199,"C,Q",Metals,GP-Boilers,Other,Coke Oven Gas,,,16.0,39.634,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1004511,110000366817.0,324199,"C,Q",Metals,GP-Combustion Stacks,Other,Coke Oven Gas,,,23.75,59.004,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1006530,110000391898.0,331110,"C,Q",Metals,CP- North,Natural Gas,Natural Gas (Weighted U.S. Average),,,32.5,38.74,1006530,AK STEEL CORP MANSFIELD WORKS,913 BOWMAN STREET,MANSFIELD,OH,44903,40.78513,-82.52384,RICHLAND COUNTY,331111,
1006530,110000391898.0,331110,"C,Q",Metals,CP- South,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.25,0.298,1006530,AK STEEL CORP MANSFIELD WORKS,913 BOWMAN STREET,MANSFIELD,OH,44903,40.78513,-82.52384,RICHLAND COUNTY,331111,
1006530,110000391898.0,331110,"C,Q",Metals,CP-MO,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.0,0.0,1006530,AK STEEL CORP MANSFIELD WORKS,913 BOWMAN STREET,MANSFIELD,OH,44903,40.78513,-82.52384,RICHLAND COUNTY,331111,
1006530,110000391898.0,331110,"C,Q",Metals,CP- North,Natural Gas,Natural Gas (Weighted U.S. Average),,,32.0,38.144,1006530,AK STEEL CORP MANSFIELD WORKS,913 BOWMAN STREET,MANSFIELD,OH,44903,40.78513,-82.52384,RICHLAND COUNTY,331111,
1000274,110000392557.0,331110,"C,Q",Metals,Coke Plant Thaw Shed - B918,Other,Coke Oven Gas,,,0.25,0.298,1000274,AK Steel Corporation - Middletown,1801 CRAWFORD STREET,MIDDLETOWN,OH,45043,39.4968,-84.3901,Butler,331111,
1000274,110000392557.0,331110,"C,Q",Metals,CP-1,Natural Gas,Natural Gas (Weighted U.S. Average),,,653.5,778.972,1000274,AK Steel Corporation - Middletown,1801 CRAWFORD STREET,MIDDLETOWN,OH,45043,39.4968,-84.3901,Butler,331111,
1000274,110000392557.0,331110,"C,Q",Metals,No. 1 BF Stove - P925,Other,Blast Furnace Gas,,,0.25,15.794,1000274,AK Steel Corporation - Middletown,1801 CRAWFORD STREET,MIDDLETOWN,OH,45043,39.4968,-84.3901,Butler,331111,
1000274,110000392557.0,331110,"C,Q",Metals,No. 1 Boiler - B007,Other,Blast Furnace Gas,,,0.75,35.164,1000274,AK Steel Corporation - Middletown,1801 CRAWFORD STREET,MIDDLETOWN,OH,45043,39.4968,-84.3901,Butler,331111,
1000274,110000392557.0,331110,"C,Q",Metals,No. 1 WH Boiler - P011,Other,Coke Oven Gas,,,0.25,0.596,1000274,AK Steel Corporation - Middletown,1801 CRAWFORD STREET,MIDDLETOWN,OH,45043,39.4968,-84.3901,Butler,331111,
1000274,110000392557.0,331110,"C,Q",Metals,No. 2 BF Stove - P925,Other,Blast Furnace Gas,,,0.5,22.946,1000274,AK Steel Corporation - Middletown,1801 CRAWFORD STREET,MIDDLETOWN,OH,45043,39.4968,-84.3901,Butler,331111,
1000274,110000392557.0,331110,"C,Q",Metals,No. 2 Boiler - B010,Other,Blast Furnace Gas,,,0.5,28.608,1000274,AK Steel Corporation - Middletown,1801 CRAWFORD STREET,MIDDLETOWN,OH,45043,39.4968,-84.3901,Butler,331111,
1000274,110000392557.0,331110,"C,Q",Metals,No. 2 Slab RH Furnace,Other,Coke Oven Gas,,,0.0,0.0,1000274,AK Steel Corporation - Middletown,1801 CRAWFORD STREET,MIDDLETOWN,OH,45043,39.4968,-84.3901,Butler,331111,
