Facility Id,FRS Id,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Unit Name,Unit Type,Unit Reporting Method,Unit Maximum Rated Heat Input Capacity (mmBTU/hr),Unit CO2 emissions (non-biogenic) ,Unit Methane (CH4) emissions ,Unit Nitrous Oxide (N2O) emissions ,Unit Biogenic CO2 emissions (metric tons),FacilityID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC
1004511,110000366817.0,324199,"C,Q",Metals,GP-Boilers,OCS (Other combustion source),Tier1/2/3,204.0,52513.4,16.0,32.482,0.0,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1004511,110000366817.0,324199,"C,Q",Metals,GP-Combustion Stacks,OCS (Other combustion source),Tier1/2/3,226.0,109576.5,28.0,69.732,0.0,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1004511,110000366817.0,324199,"C,Q",Metals,GP-Boilers,OCS (Other combustion source),Tier1/2/3,204.0,58371.6,16.75,36.356,0.0,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1004511,110000366817.0,324199,"C,Q",Metals,GP-Combustion Stacks,OCS (Other combustion source),Tier1/2/3,226.0,107059.2,27.5,68.242,0.0,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1004511,110000366817.0,324199,"C,Q",Metals,GP-Boilers,OCS (Other combustion source),Tier1/2/3,204.0,69505.7,19.25,43.508,0.0,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1004511,110000366817.0,324199,"C,Q",Metals,GP-Combustion Stacks,OCS (Other combustion source),Tier1/2/3,226.0,92701.4,23.75,59.004,0.0,1004511,ABC COKE,ONE RAILROAD AVENUE,TARRANT,AL,35217,33.580769,-86.781281,JEFFERSON COUNTY,331111,
1006530,110000391898.0,331110,"C,Q",Metals,CP- North,OCS (Other combustion source),Tier1/2/3,197.0,68910.5,32.5,38.74,0.0,1006530,AK STEEL CORP MANSFIELD WORKS,913 BOWMAN STREET,MANSFIELD,OH,44903,40.78513,-82.52384,RICHLAND COUNTY,331111,
1006530,110000391898.0,331110,"C,Q",Metals,CP- South,OCS (Other combustion source),Tier1/2/3,0.2,679.5,0.25,0.298,0.0,1006530,AK STEEL CORP MANSFIELD WORKS,913 BOWMAN STREET,MANSFIELD,OH,44903,40.78513,-82.52384,RICHLAND COUNTY,331111,
1006530,110000391898.0,331110,"C,Q",Metals,CP-MO,OCS (Other combustion source),Tier1/2/3,0.038,1.8,0.0,0.0,0.0,1006530,AK STEEL CORP MANSFIELD WORKS,913 BOWMAN STREET,MANSFIELD,OH,44903,40.78513,-82.52384,RICHLAND COUNTY,331111,
1006530,110000391898.0,331110,"C,Q",Metals,CP- North,OCS (Other combustion source),Tier1/2/3,197.0,68072.1,32.0,38.144,0.0,1006530,AK STEEL CORP MANSFIELD WORKS,913 BOWMAN STREET,MANSFIELD,OH,44903,40.78513,-82.52384,RICHLAND COUNTY,331111,
1006530,110000391898.0,331110,"C,Q",Metals,CP- South,OCS (Other combustion source),Tier1/2/3,0.2,656.1,0.25,0.298,0.0,1006530,AK STEEL CORP MANSFIELD WORKS,913 BOWMAN STREET,MANSFIELD,OH,44903,40.78513,-82.52384,RICHLAND COUNTY,331111,
