TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
74602JPTRC14MIS,JUPITER SULPHUR LLC,325311,issues,issues,issues,issues,issues,TESSENDERLO KERLEY INC,110000455757,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77571RHMND13300,BAYPORT_TX,325199,issues,issues,issues,issues,issues,DOW INC,110000463613,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
30721MRCNM1202D,POLYVENTIVE - DALTON,325199,issues,issues,issues,issues,issues,POLYVENTIVE LLC,110000359193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77520LNXSS85WBA,LANXESS CORP-BAYTOWN,325199,issues,issues,issues,issues,issues,LANXESS CORP,110000463098,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
95826PRCTR8201F,PROCTER & GAMBLE MFG. CO.,325199,issues,issues,issues,issues,issues,THE PROCTER & GAMBLE CO,110017423448,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
30060NRTHC1525C,KEMIRA CHEMICALS INC,325199,issues,issues,issues,issues,issues,KEMIRA CHEMICALS INC,110000355838,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77086PLTND11623,PILOT INDUSTRIES OF TEXAS INC,325199,325194.0,issues,issues,issues,issues,PILOT CHEMICAL CORP,110000462053,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
25303CWSTV437MA,COVESTRO LLC,325199,issues,issues,issues,issues,issues,COVESTRO LLC,110013764266,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
30120RSRCN8RIVE,INNOVATIVE CHEMICAL TECHNOLOGIES INC.,325199,issues,issues,issues,issues,issues,issues,110013399223,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
33873VNDLH2394V,IPS VANDOLAH POWER,221112,issues,issues,issues,issues,issues,NORTHERN STAR GENERATION LLC,110017411718,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
44004CCDNT725ST,HUNTSMAN ADVANCED MATERIALS AMERICAS,325199,issues,issues,issues,issues,issues,HUNTSMAN CORP,110000384986,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
43228RSYNX1979A,ISP CHEMICALS LLC,325199,325412.0,issues,issues,issues,issues,ASHLAND LLC,110000382693,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
29304BLCKMPOBOX,SANTOLUBES MANUFACTURING LLC  DBA BLACKMAN UHLER SPECIALTIES,325199,issues,issues,issues,issues,issues,SANTOLUBES LLC,110000352797,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1731WCLPNM155PI,CALPINE MID MERIT LLC YORK ENERGY CENTER,221112,issues,issues,issues,issues,issues,CALPINE CORP,110043196528,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
21620HLSMRMDRTE,EASTMAN SPECIALTIES CORP,325199,issues,issues,issues,issues,issues,EASTMAN CHEMICAL CO,110000340275,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
