,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
676,77571RHMND13300,BAYPORT_TX,325199,issues,issues,issues,issues,issues,DOW INC,110000463613,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
855,30721MRCNM1202D,POLYVENTIVE - DALTON,325199,issues,issues,issues,issues,issues,POLYVENTIVE LLC,110000359193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1373,77520LNXSS85WBA,LANXESS CORP-BAYTOWN,325199,issues,issues,issues,issues,issues,LANXESS CORP,110000463098,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1422,95826PRCTR8201F,PROCTER & GAMBLE MFG. CO.,325199,issues,issues,issues,issues,issues,THE PROCTER & GAMBLE CO,110017423448,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2506,25303CWSTV437MA,COVESTRO LLC,325199,issues,issues,issues,issues,issues,COVESTRO LLC,110013764266,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2759,30120RSRCN8RIVE,INNOVATIVE CHEMICAL TECHNOLOGIES INC.,325199,issues,issues,issues,issues,issues,issues,110013399223,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2920,44004CCDNT725ST,HUNTSMAN ADVANCED MATERIALS AMERICAS,325199,issues,issues,issues,issues,issues,HUNTSMAN CORP,110000384986,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3081,32602PCRNC5002S,SIVANCE LLC,325199,issues,issues,issues,issues,issues,MILLIKEN & CO,110000520703,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3224,1731WCLPNM155PI,CALPINE MID MERIT LLC YORK ENERGY CENTER,221112,issues,issues,issues,issues,issues,CALPINE CORP,110043196528,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3380,60525PNCXX8400J,UOP LLC MCCOOK PLANT,325199,325180.0,541712.0,issues,issues,issues,HONEYWELL INTERNATIONAL INC,110000433638,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3438,33848FLRDP6525O,DUKE ENERGY FLORIDA LLC-INTERCESSION CITY POWER PLANT,221112,issues,issues,issues,issues,issues,DUKE ENERGY CORP,110005984328,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3442,23237WKCHM1600B,FUJIFILM WAKO CHEMICALS USA CORP,325199,issues,issues,issues,issues,issues,issues,110000341979,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3499,23005DSWLL10098,DOSWELL LP,221112,issues,issues,issues,issues,issues,LS POWER DEVELOPMENT LLC,110017409286,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3543,27262PRCHM1670E,INNOSPEC ACTIVE CHEMICALS,325199,issues,issues,issues,issues,issues,INNOSPEC INC,110000345895,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3553,01887CHMGN33IND,CHEMGENES CORP,325199,issues,issues,issues,issues,issues,issues,110003445790,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3594,45414MLSNC5600B,TATE & LYLE CITRIC ACID,325199,issues,issues,issues,issues,issues,TATE & LYLE INGREDIENTS AMERICAS LLC,110000394742,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3665,68008PGL1C650IN,PURAC AMERICA INC.,325199,issues,issues,issues,issues,issues,issues,110057607175,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3863,11205BRKLYBROOK,BROOKLYN NAVY YARD COGENERATION FACILITY,221112,issues,issues,issues,issues,issues,AXIUM BNY COGENERATION PARTNERS LLC,110009461910,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3924,18621GTLTSUSRTE,UGI DEVELOPMENT CO HUNLOCK CREEK ENERGY CENTER,221112,issues,issues,issues,issues,issues,UGI CORP,110000335593,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4207,36201MNSNT300BI,SOLUTIA INC ANNISTON PLANT,325199,issues,issues,issues,issues,issues,EASTMAN CHEMICAL CO,110000368806,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4210,71730GRRSN181CO,LYCUS LTD,325199,issues,issues,issues,issues,issues,issues,110000451029,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4225,68008MDWST650IN,EVONIK CORP,325199,issues,issues,issues,issues,issues,EVONIK CORP,110040981532,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4491,31533FFNCC1415W,OPTIMA CHEMICAL GROUP LLC,325199,issues,issues,issues,issues,issues,issues,110000360644,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4595,19013NRQYT800WF,ENTEGRIS INC.,325199,issues,issues,issues,issues,issues,ENTEGRIS INC,110000336093,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4630,51054NTRFL2717P,THE ANDERSONS INC. - SERGEANT BLUFF,325312,issues,issues,issues,issues,issues,THE ANDERSONS INC,110000414070,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4882,36330MRGNN200WE,MORGAN FUEL LLC,325199,issues,issues,issues,issues,issues,MORGAN INC,110000369119,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5035,65769SYNTXFIRST,BCP INGREDIENTS INC.,325199,issues,issues,issues,issues,issues,BALCHEM CORP,110000444788,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5176,37406NNDST2651R,NIPPON SHOKUBAI AMERICA INDUSTRIES INC. (FORMERLY NA INDUSTR,325199,issues,issues,issues,issues,issues,issues,110000371856,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5467,12803BRDNC64FAR,HEXION INC-MOREAU FACILITY,325199,issues,issues,issues,issues,issues,HEXION HOLDINGS CORP,110056967581,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5909,76031SCHMN2311P,SACHEM INC,325199,issues,issues,issues,issues,issues,SACHEM INC,110000459003,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6235,60053RGSTC8210N,REGIS TECHNOLOGIES INC.,325199,issues,issues,issues,issues,issues,issues,110000429661,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6301,59106KRLYG22077,JUPITER SULPHUR LLC,325311,issues,issues,issues,issues,issues,TESSENDERLO KERLEY INC,110011048428,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6424,62206CCDNT500MO,OCCIDENTAL CHEMICAL CORP SAUGET PLANT,325199,325180.0,issues,issues,issues,issues,OCCIDENTAL CHEMICAL HOLDING CORP,110000500486,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6454,6183WRGDNV3NAND,REG DANVILLE LLC,325199,issues,issues,issues,issues,issues,RENEWABLE ENERGY GROUP INC,110037141269,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6522,77541SHNTS565HW,SHIN-ETSU SILICONES OF AMERICA INC,325199,issues,issues,issues,issues,issues,SHIN-ETSU CHEMICAL,110013362770,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6791,47150SPWNM2049I,SPAWN MATE INC,325311,issues,issues,issues,issues,issues,MONTEREY MUSHROOMS INC,110000402010,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6822,36311SLSSNHIGHW,ARICHEM LLC,325199,issues,issues,issues,issues,issues,issues,110010380694,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6888,39120MCPTRRIVER,WORLD ENERGY NATCHEZ LLC,325199,issues,issues,issues,issues,issues,WORLD ENERGY LLC,110000376441,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6920,01201PTTSF235ME,PITTSFIELD GENERATING CO LP,221112,issues,issues,issues,issues,issues,PITTSFIELD GENERATING CO LP,110000308480,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6925,19136QKRCT7360M,QUAKER CITY CHEMICALS,325199,issues,issues,issues,issues,issues,issues,110000336930,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7023,15201PRSSR3419S,PRESSURE CHEMICAL CO,325199,issues,issues,issues,issues,issues,issues,110000329467,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7032,29349MLLKN1440C,MILLIKEN CHEMICAL - DEWEY PLANT,325199,issues,issues,issues,issues,issues,MILLIKEN & CO,110000498550,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7048,23434LLDCL2301W,SOLENIS LLC,325199,issues,issues,issues,issues,issues,PLATINUM EQUITY LLC,110020677999,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7375,33834SCPYN6697N,SECI MIDULLA GENERATING STATION,221112,issues,issues,issues,issues,issues,SEMINOLE ELECTRIC COOPERATIVE,110035803262,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7584,77507NSSNC12330,NISSAN CHEMICAL AMERICA PASADENA PLANT,325199,issues,issues,issues,issues,issues,NISSAN CHEMICAL AMERICA CORP,110005172357,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7616,73801DPWTR1210A,DEEPWATER CHEMICALS INC.,325199,325180.0,issues,issues,issues,issues,issues,110000454311,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7712,18327HCDVSROUTE,VERTELLUS DWG LLC,325199,325180.0,issues,issues,issues,issues,V GLOBAL HOLDINGS LLC,110011537088,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7718,98837MSSLK780RA,MOSES LAKE INDUSTRIES INC,325199,325180.0,issues,issues,issues,issues,issues,110011580093,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7751,77015PNNWL2231H,ARKEMA INC,325199,issues,issues,issues,issues,issues,ARKEMA DELAWARE INC,110056638526,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7786,77047SYNTC14822,SYNTECH CHEMICALS INC,325199,issues,issues,issues,issues,issues,issues,110000461786,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7805,3976WTVCLD255LN,U.S. TVA CALEDONIA COMBINED CYCLE PLANT,221112,issues,issues,issues,issues,issues,US TENNESSEE VALLEY AUTHORITY,110016774864,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7814,07114CHMFL92896,CHEM FLUER/FIRMENICH INC,325199,issues,issues,issues,issues,issues,issues,110006175370,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7905,32205NNCMP2051N,IFF CHEMICAL HOLDINGS INC,325199,issues,issues,issues,issues,issues,INTERNATIONAL FLAVORS & FRAGRANCES INC,110000361830,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7940,3867WTVSTH2881S,US TVA SOUTHAVEN COMBINED CYCLE PLANT,221112,issues,issues,issues,issues,issues,US TENNESSEE VALLEY AUTHORITY,110039204303,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7944,14760NDCKL140MO,INDECK-OLEAN ENERGY CENTER,221112,issues,issues,issues,issues,issues,INDECK ENERGY,110001596381,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7953,07657BRGNGVICTO,BERGEN GENERATING STATION,221112,issues,issues,issues,issues,issues,PUBLIC SERVICE ENTERPRISE GROUP,110013716826,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7962,52809GHRML7001B,PB LEINER USA,325199,issues,issues,issues,issues,issues,TESSENDERLO GROUP INC,110000416032,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8007,28144PRGRS5755N,SOUTHERN CO ROWAN COUNTY POWER PLANT,221112,issues,issues,issues,issues,issues,SOUTHERN CO,110020516486,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8009,55808MBYSY110SP,TATE & LYLE DULUTH,325199,issues,issues,issues,issues,issues,TATE & LYLE INGREDIENTS AMERICAS LLC,110000426370,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8028,93308SLXNS2343P,NUSIL TECHNOLOGY LLC,325199,issues,issues,issues,issues,issues,AVANTOR PERFORMANCE MATERIALS INC,110002925229,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8038,03801CNDNW99OLD,ESSENTIAL POWER NEWINGTON,221112,issues,issues,issues,issues,issues,NAUTILUS POWER LLC,110021167011,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8039,56001MNKTN1FAZI,MANKATO ENERGY CENTER,221112,issues,issues,issues,issues,issues,SOUTHWEST GENERATION OPERATING CO LLC,110025213061,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8063,32234JBRND1MINU,JEA BRANDY BRANCH GENERATING STATION,221112,issues,issues,issues,issues,issues,JEA,110009104021,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8071,52553JNMTS1AJIN,AJINOMOTO HEALTH & NUTRITION N.A. INC.,325199,issues,issues,issues,issues,issues,AJINOMOTO HEALTH & NUTRITION N.A. INC,110035869165,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8108,6696WNSKNR127RA,NESIKA ENERGY,325199,issues,issues,issues,issues,issues,issues,110033149064,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8109,07607STPNC100WH,STEPAN CO MAYWOOD,325199,issues,issues,issues,issues,issues,STEPAN CO,110000320395,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8117,06412CRYDY67WIN,PURIFICATION TECHNOLOGIES LLC,325199,issues,issues,issues,issues,issues,AVANTOR PERFORMANCE MATERIALS INC,110000316104,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8137,0218WBRNTR15PTT,BRAINTREE ELECTRIC LIGHT DEPARTMENT,221112,issues,issues,issues,issues,issues,issues,110002011625,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8145,01852LWLLP2TANN,TANNER STREET GENERATION LLC,221112,issues,issues,issues,issues,issues,issues,110001959195,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8164,44125RSRCH4353E,RESEARCH ORGANICS LLC,325199,325998.0,325414.0,issues,issues,issues,EMD HOLDING CORP,110000387420,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8170,53545TWNST3631P,TWIN STATE INC,325312,issues,issues,issues,issues,issues,TWIN STATE INC,110000419743,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8172,70051STCKH3606H,EVONIK CORP,325199,issues,issues,issues,issues,issues,EVONIK INDUSTRIES,110000597088,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8200,07928STTNL116SU,ISP CHEMICALS LLC,325199,issues,issues,issues,issues,issues,ASHLAND LLC,110000320803,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8215,23224BLLMD1860C,BELLEMEADE POWER STATION,221112,issues,issues,issues,issues,issues,DOMINION ENERGY INC,110002404390,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8235,38603STVBN352HW,U.S. TVA MAGNOLIA COMBINED CYCLE PLANT,221112,issues,issues,issues,issues,issues,US TENNESSEE VALLEY AUTHORITY,110009113486,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8248,11980CTHNS5ZRNB,CAITHNESS LONG ISLAND ENERGY CENTER,221112,issues,issues,issues,issues,issues,CAITHNESS LONG ISLAND LLC,110040566893,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8264,50441TWNSTRR2MA,TWIN STATE INC,325312,issues,issues,issues,issues,issues,TWIN STATE INC,110000413393,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8267,12077NGRMHRTE14,BETHLEHEM ENERGY CENTER,221112,issues,issues,issues,issues,issues,PUBLIC SERVICE ENTERPRISE GROUP,110000324177,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8272,54130FXNRGN231E,FOX ENERGY CENTER,221112,issues,issues,issues,issues,issues,WEC ENERGY GROUP,110023013228,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8278,53190LSPWH111CO,LSP WHITEWATER LP,221112,issues,issues,issues,issues,issues,LSP WHITEWATER I LLC,110043795970,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8283,08067PDRCK143US,PEDRICKTOWN COGENERATION CO LP,221112,issues,issues,issues,issues,issues,TALEN ENERGY CORP,110000582094,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8295,96766KPWRP4941K,KAPAIA POWER STATION,221112,issues,issues,issues,issues,issues,KAUAI ISLAND UTILITY COOPERATIVE,110015679050,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8299,38012STVLG615EL,U.S. TVA LAGOON CREEK COMBUSTION TURBINE PLANT,221112,issues,issues,issues,issues,issues,US TENNESSEE VALLEY AUTHORITY,110070828181,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8303,02215DVNCD474BR,MATEP LLC,221112,issues,issues,issues,issues,issues,LONGWOOD ENERGY PARTNERS LLC,110000881733,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8305,11704PNLWN38PAT,PINELAWN POWER,221112,issues,issues,issues,issues,issues,PINELAWN POWER LLC,110023138451,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8308,12822NDCKC24WHI,INDECK-CORINTH ENERGY CENTER,221112,issues,issues,issues,issues,issues,INDECK ENERGY,110000324934,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8309,53726MGWST515WA,MGE WEST CAMPUS COGENERATION FACILITY,221112,issues,issues,issues,issues,issues,MGE ENERGY,110022398369,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
