FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,GHG_QUANTITY,GHG_NAME
1000010,2017,SANTA ROSA CENTRAL LANDFILL,4302.48,METHANE
1000031,2017,NORTHWEST REGIONAL LANDFILL,3657.65,METHANE
1000046,2017,BADLANDS SANITARY LANDFILL,3064.95,METHANE
1000090,2017,CITY OF GRAND PRAIRIE LANDFILL,4713.52,METHANE
1000176,2017,LAKE COUNTY CENTRAL PHASE I LANDFILL,1929.8,METHANE
1000191,2017,BUTLER COUNTY LANDFILL INCORPORATED,4699.25,METHANE
1000215,2017,POLK COUNTY LANDFILL,3171.28,METHANE
1000216,2017,KEKAHA LANDFILL,1368.19,METHANE
1000217,2017,"CHAMBERS OF MISSISSIPPI INC, CLEARVIEW ENVIRONMENTAL CONTROL FACILITY LANDFILL",785.5,METHANE
1000218,2017,PINE RIDGE RECYCLING & DISPOSAL,1679.85,METHANE
1000287,2017,BLACK HAWK COUNTY SANITARY LANDFILL,6150.36,METHANE
1000291,2017,WESTMORELAND SANITARY LDFL,1345.62,METHANE
1000331,2017,BEULAH SANITARY LANDFILL,1540.36,METHANE
1000349,2017,OSCEOLA LANDFILL,9791.02,METHANE
1000365,2017,KERSEY VALLEY MSW LANDFILL,3575.63,METHANE
1000370,2017,CITY OF GARLAND CASTLE DRIVE LANDFILL,3147.73,METHANE
1000371,2017,"FINNEY COUNTY LANDFILL, INC. DBA WESTERN PLAINS RE",1595.92,METHANE
1000372,2017,CITY OF DENTON LANDFILL,2317.15,METHANE
1000382,2017,WINNESHIEK COUNTY SANITARY LANDFILL,1467.98,METHANE
1000397,2017,HENRY COUNTY LANDFILL,862.67,METHANE
1000425,2017,MERCER COUNTY LANDFILL,2385.16,METHANE
1000429,2017,PENNSAUKEN SANITARY LANDFILL,3008.72,METHANE
1000473,2017,DUBUQUE METROPOLITAN SANITARY LANDFILL,1918.62,METHANE
1000477,2017,BILLINGS CITY LANDFILL,1722.78,METHANE
1000478,2017,SANDOVAL COUNTY LANDFILL,2811.96,METHANE
1000522,2017,DOUGLAS COUNTY LANDFILL,1822.66,METHANE
1000536,2017,LA CROSSE COUNTY SOLID WASTE MANAGEMENT FACILITY,1800.11,METHANE
1000783,2017,PICKLES BUTTE SANITARY LANDFILL,3904.12,METHANE
1000881,2017,FRANKLIN COUNTY LANDFILL,2225.78,METHANE
1001101,2017,DEFIANCE COUNTY LANDFILL,2499.48,METHANE
1001297,2017,ARROWHEAD LANDFILL,1135.2,METHANE
1001561,2017,US ARMY JOINT BASE LEWIS-MCCHORD,744.75,METHANE
1001568,2017,QUARANTINE ROAD LANDFILL,2513.44,METHANE
1001581,2017,EDGEMERE LANDFILL,1459.3,METHANE
1001595,2017,KAPAA AND KALAHEO SANITARY LANDFILLS,577.1,METHANE
1001614,2017,CITY OF FARGO LANDFILL,2724.97,METHANE
1001627,2017,CUMBERLAND COUNTY ANN STREET LANDFILL,2263.89,METHANE
1001633,2017,ADS-CEDAR HILL LANDFILL,3188.74,METHANE
1001636,2017,ADS-PECAN ROW-EVERGREEN LANDFILLS,8749.93,METHANE
1001637,2017,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,4873.89,METHANE
