Facility Id,FRS Id,Facility Name,City_x,State_x,Zip Code,Address_x,County_x,Latitude_x,Longitude_x,Primary NAICS Code,FRS_ID,FacilityName,Address_y,City_y,State_y,Zip,Latitude_y,Longitude_y,County_y,NAICS,SIC,FacilityID,Source,FRS_ID_Issues
1012089,110055855800.0,"Aemetis Advanced Fuels Keyes, Inc.",Ceres,CA,95307,4209 Jessup Road,STANISLAUS COUNTY,37.553007,-120.916475,325193,110071161532.0,"Aemetis Advanced Fuels Keyes, Inc.",4209 Jessup Road,Ceres,CA,95307.0,37.553007,-120.916475,None,325193,nan,1012089,GHGRP,True
1012036,110028118757.0,"AltEn, LLC",Mead,NE,68041,1344 County Road 10,SAUNDERS COUNTY,41.19714,-96.4808,325193,110067327146.0,"AltEn, LLC",1344 County Road 10,Mead,NE,68041.0,41.1972,-96.4808,SAUNDERS COUNTY,325193,nan,1012036,GHGRP,True
1010658,110046120167.0,Aurora Ethanol Complex,Aurora,NE,68818,1205 South O Road,HAMILTON COUNTY,40.870035,-98.045509,325193,110000448329.0,Aurora Ethanol Complex,1205 South O Road,Aurora,NE,68818.0,40.86801,-98.0364,HAMILTON COUNTY,325193,nan,1010658,GHGRP,True
1011065,110055498527.0,"Cargill, Incorporated",Fort Dodge,IA,50501,1950 Harvest Avenue,WEBSTER COUNTY,42.5063,-94.3121,325193,110071160116.0,"Cargill, Incorporated",1950 Harvest Avenue,Fort Dodge,IA,50501.0,42.50911,-94.31383,WEBSTER COUNTY,325193,nan,1011065,GHGRP,True
1002073,110030917603.0,"Flint Hills Resources Fairmont, LLC",Fairmont,NE,68354,1214 Road G,FILLMORE COUNTY,40.61137,-97.6014,325193,110069501024.0,"POET- Biorefining Fairmont, LLC",1214 Road G,Fairmont,NE,68354.0,40.61125,-97.60154,FILLMORE COUNTY,325193,nan,1002073,GHGRP,True
1002926,110040513414.0,Green Plains Hopewell LLC,Hopewell,VA,23860,701 S. 6th Ave,HOPEWELL CITY,37.29763,-77.287761,325193,110059672705.0,Green Plains Hopewell LLC,701 S. 6th Ave,Hopewell,VA,23860.0,37.294726,-77.290025,HOPEWELL CITY,325193,nan,1002926,GHGRP,True
1002703,110037424533.0,"Green Plains Wood River, LLC.",WOOD RIVER,NE,68883,7878 S 140TH RD,HALL COUNTY,40.81577,-98.60739,325193,110056552555.0,"Green Plains Wood River, LLC.",7878 S 140TH RD,WOOD RIVER,NE,68883.0,40.81577,-98.60739,HALL COUNTY,325193,nan,1002703,GHGRP,True
1006141,110031117716.0,HOMELAND ENERGY SOLUTIONS LLC,LAWLER,IA,52154,2779 IA HWY 24,CHICKASAW COUNTY,43.0668,-92.1579,325193,110043590272.0,HOMELAND ENERGY SOLUTIONS LLC,2779 IA HWY 24,LAWLER,IA,52154.0,43.070207,-92.205,CHICKASAW COUNTY,325193,nan,1006141,GHGRP,True
1002047,110000428038.0,Hub City Energy,Watertown,SD,57201,PO Box 933,BROWN COUNTY,45.459444,-98.5325,325193,110071159502.0,Hub City Energy,PO Box 933,Watertown,SD,57201.0,45.459806,-98.532833,BROWN COUNTY,325193,nan,1002047,GHGRP,True
1007819,110041496690.0,PLAINVIEW BIOENERY LLC,PLAINVIEW,TX,79072,2698 E HWY 70,HALE COUNTY,34.180594,-101.627387,325193,110033218104.0,PLAINVIEW BIOENERY LLC,2698 E HWY 70,PLAINVIEW,TX,79072.0,34.180594,-101.627387,HALE COUNTY,325193,nan,1007819,GHGRP,True
1004526,110033218818.0,POET Biorefining-Chancellor,CHANCELLOR,SD,57015,27716 462ND AVENUE,TURNER COUNTY,43.371009,-96.961024,325193,110014338582.0,POET Biorefining-Chancellor,27716 462ND AVENUE,CHANCELLOR,SD,57015.0,43.370231,-96.958069,TURNER COUNTY,325193,nan,1004526,GHGRP,True
1000466,110000438107.0,Vantage Corn Processors - Peoria,PEORIA,IL,61602,FOOT OF EDMUND ST,Peoria,40.6776,-89.6069,325193,110071162387.0,BioUrja Renewables LLC,FOOT OF EDMUND ST,PEORIA,IL,61602.0,40.6776,-89.6069,Peoria,325193,nan,1000466,GHGRP,True
