,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
15,6881WVNTNR213HA,AURORA WEST LLC,325193,issues,issues,issues,issues,issues,AURORA COOPERATIVE ETHANOL LLC,110046120167.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
42,5620WBSHML1725H,BUSHMILLS ETHANOL INC,325193,issues,issues,issues,issues,issues,issues,110024871183.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
45,06804PHRMC58VAL,GREENFIELD GLOBAL USA INC.,325193,424690.0,issues,issues,issues,issues,issues,110000317595.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
46,06804PHRMC58VAL,GREENFIELD GLOBAL USA INC.,325193,325199.0,issues,issues,issues,issues,issues,110000317595.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
55,5215WHMLND2779I,HOMELAND ENERGY SOLUTIONS LLC,325193,issues,issues,issues,issues,issues,issues,110031117716.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
111,5848WDKTSP33619,DAKOTA SPIRIT AGENERGY LLC,325193,issues,issues,issues,issues,issues,MIDWEST AGENERY GROUP,110064375386.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
128,68354BFRMN1214R,POET BIOREFINING - FAIRMONT LLC,325193,issues,issues,issues,issues,issues,POET HOLDING CO LLC,110030917603.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
157,58576BLFLN28413,BLUE FLINT ETHANOL,325193,issues,issues,issues,issues,issues,MIDWEST AGENERY GROUP,110028279413.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
166,57401HRTLN38469,HUB CITY ENERGY LLC,325193,issues,issues,issues,issues,issues,GLACIAL LAKES ENERGY LLC,110000428038.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
174,5020WDPNTC59219,DUPONT CELLULOSIC ETHANOL,325193,issues,issues,issues,issues,issues,E I DU PONT DE NEMOURS & CO,110045328873.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
176,40065PRLLH11ISA,GREENFIELD GLOBAL USA INC.,325193,424690.0,issues,issues,issues,issues,issues,110000377930.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
